ISO_SOV1;code_spygen;station;GEONAME;TERRITORY1;ISO_TER1;SOVEREIGN1;NoViolence_mean;Corruption_mean;bathy;distCoast;HDI2019;neartt;Gravity;NGO;MarineEcosystemDependency;conflicts;Naturalresourcesrents
FRA;SPY201149;Temoin_Toro1;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-21.4000110626221;890.41073139632;0.901;15.3206469257085;12.6295607006926;1964;0.102209;37;0.0477845917182019
FRA;SPY201150;Toro1;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-66.7000198364258;707.868565015187;0.901;20;5.42781563996077;1964;0.102209;37;0.0477845917182019
FRA;SPY201151;Temoin_Toro1;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-21.4000110626221;890.41073139632;0.901;15.3206469257085;12.6295607006926;1964;0.102209;37;0.0477845917182019
FRA;SPY201152;Toro1;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-66.7000198364258;707.868565015187;0.901;20;5.42781563996077;1964;0.102209;37;0.0477845917182019
FRA;SPY201153;Remontee_rocheuse3;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-1419.49975585938;19822.2473823144;0.901;449.71072939544;4.7274250087008;1964;0.102209;37;0.0477845917182019
FRA;SPY201157;Toro2;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-66.7000198364258;702.858178371196;0.901;20;5.42781563996077;1964;0.102209;37;0.0477845917182019
FRA;SPY201158;Toro2;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-66.7000198364258;702.858178371196;0.901;20;5.42781563996077;1964;0.102209;37;0.0477845917182019
FRA;SPY201159;Mont_sous_marin1;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-1781.59973144531;33209.2278985771;0.901;624.269170622597;4.19867366061459;1964;0.102209;37;0.0477845917182019
FRA;SPY201160;Malfalcu1;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-18.0998573303223;501.748037118414;0.901;10.7142857142857;9.99841778791746;1964;0.102209;37;0.0477845917182019
FRA;SPY201161;Ile_Giraglia1;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-9.00075054168701;0;0.901;1;7.31333962778514;1964;0.102209;37;0.0477845917182019
FRA;SPY201162;Remontee_rocheuse2;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-818.249145507812;19066.6390286569;0.901;453.142186900516;4.64252461890066;1964;0.102209;37;0.0477845917182019
FRA;SPY201164;Porti2;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-32.4499893188477;635.41959691727;0.901;15.1522881682832;9.4231687702724;1964;0.102209;37;0.0477845917182019
FRA;SPY201165;Tete_de_canyon1;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-186.699508666992;2747.61270589431;0.901;56.5685424949238;8.25289169967296;1964;0.102209;37;0.0477845917182019
FRA;SPY201166;Mont_sous_marin1;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-1781.59973144531;33209.2278985771;0.901;624.269170622597;4.19867366061459;1964;0.102209;37;0.0477845917182019
FRA;SPY201167;Malfalcu1;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-18.0998573303223;501.748037118414;0.901;10.7142857142857;9.99841778791746;1964;0.102209;37;0.0477845917182019
FRA;SPY201168;Fiume_Santu1;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;32.2756538391113;0;0.901;1;65.8364072435312;1964;0.102209;37;0.0477845917182019
FRA;SPY201169;Lavasina1;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-14.5499238967896;449.601538512471;0.901;1;17.3556775339525;1964;0.102209;37;0.0477845917182019
FRA;SPY201170;Fiume_Santu1;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;32.2756538391113;0;0.901;1;65.8364072435312;1964;0.102209;37;0.0477845917182019
FRA;SPY201171;Malfalcu1;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-18.0998573303223;501.748037118414;0.901;10.7142857142857;9.99841778791746;1964;0.102209;37;0.0477845917182019
FRA;SPY201172;Point_au_large1;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-2555.89990234375;48413.1410018771;0.901;980.005101910669;4.41982396640049;1964;0.102209;37;0.0477845917182019
FRA;SPY201173;Tete_de_canyon2;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-121.799896240234;2729.70381490001;0.901;56.5685424949238;8.25289169967296;1964;0.102209;37;0.0477845917182019
FRA;SPY201173;Tete_de_canyon2;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-121.799896240234;2729.70381490001;0.901;56.5685424949238;8.25289169967296;1964;0.102209;37;0.0477845917182019
FRA;SPY201173;Tete_de_canyon2;French Exclusive Economic Zone;France;FRA;France;0.24;1.34;-121.799896240234;2729.70381490001;0.901;56.5685424949238;8.25289169967296;1964;0.102209;37;0.0477845917182019
