"code_spygen","station","latitude_start","longitude_start","date","mean_SST_1year","median_SST_1year","q95_SST_1year","q05_SST_1year","min_SST_1year","max_SST_1year","mean_SST_5year","median_SST_5year","q95_SST_5year","q05_SST_5year","min_SST_5year","max_SST_5year"
"SPY181530","tayrona_saturation_2","11.340723","-74.112103","2018-10-24",26.8941530054645,27.02,29.0375,24.135,22.68,29.92,26.9876812634602,27.08,29.13,24.638,22.44,30.37
"SPY181903","tayrona_saturation_2","11.341963","-74.112686","2018-10-24",26.8941530054645,27.02,29.0375,24.135,22.68,29.92,26.9876812634602,27.08,29.13,24.638,22.44,30.37
"SPY181534","tayrona_saturation_2","11.341963","-74.112686","2018-10-24",26.8941530054645,27.02,29.0375,24.135,22.68,29.92,26.9876812634602,27.08,29.13,24.638,22.44,30.37
"SPY181889","tayrona_camera_2","11.326676","-74.114275","2018-10-24",26.8941530054645,27.02,29.0375,24.135,22.68,29.92,26.9876812634602,27.08,29.13,24.638,22.44,30.37
"SPY181891","tayrona_camera_2","11.326676","-74.114275","2018-10-24",26.8941530054645,27.02,29.0375,24.135,22.68,29.92,26.9876812634602,27.08,29.13,24.638,22.44,30.37
"SPY181540","tayrona_saturation_1","11.330174","-74.115761","2018-10-24",26.8941530054645,27.02,29.0375,24.135,22.68,29.92,26.9876812634602,27.08,29.13,24.638,22.44,30.37
"SPY181504","tayrona_saturation_1","11.330174","-74.115761","2018-10-24",26.8941530054645,27.02,29.0375,24.135,22.68,29.92,26.9876812634602,27.08,29.13,24.638,22.44,30.37
"SPY181505","tayrona_camera_2","11.328421","-74.114296","2018-10-25",26.8929781420765,27.02,29.0375,24.135,22.68,29.92,26.9887517934003,27.08,29.13,24.6395,22.44,30.37
"SPY181509","tayrona_camera_2","11.328421","-74.114296","2018-10-25",26.8929781420765,27.02,29.0375,24.135,22.68,29.92,26.9887517934003,27.08,29.13,24.6395,22.44,30.37
"SPY190618","taaf_station","-22.33944","40.33886","2019-04-07",26.4110382513661,26.575,28.6075,23.98,23.23,29.25,26.6394544287548,26.805,29.15,23.8685,23.23,30.2
"SPY181897","taaf_station","-22.33944","40.33886","2019-04-07",26.4110382513661,26.575,28.6075,23.98,23.23,29.25,26.6394544287548,26.805,29.15,23.8685,23.23,30.2
"SPY181529","europa_distance_0m","-22.33281","40.35581","2019-04-08",26.4030327868852,26.57,28.59,23.9375,23.2,29.26,26.6397754971135,26.81,29.131,23.859,23.2,30.18
"SPY180771","europa_distance_0m","-22.33281","40.35581","2019-04-08",26.4030327868852,26.57,28.59,23.9375,23.2,29.26,26.6397754971135,26.81,29.131,23.859,23.2,30.18
"SPY180766","europa_distance_50m","-22.33078","40.36129","2019-04-08",26.4030327868852,26.57,28.59,23.9375,23.2,29.26,26.6397754971135,26.81,29.131,23.859,23.2,30.18
"SPY181720","europa_distance_50m","-22.33078","40.36129","2019-04-08",26.4030327868852,26.57,28.59,23.9375,23.2,29.26,26.6397754971135,26.81,29.131,23.859,23.2,30.18
"SPY181522","europa_distance_300m","-22.32652","40.36433","2019-04-08",26.4030327868852,26.57,28.59,23.9375,23.2,29.26,26.6397754971135,26.81,29.131,23.859,23.2,30.18
"SPY190611","europa_distance_300m","-22.32652","40.36433","2019-04-08",26.4030327868852,26.57,28.59,23.9375,23.2,29.26,26.6397754971135,26.81,29.131,23.859,23.2,30.18
"SPY190610","europa_distance_600m","-22.32454","40.36156","2019-04-08",26.4030327868852,26.57,28.59,23.9375,23.2,29.26,26.6397754971135,26.81,29.131,23.859,23.2,30.18
"SPY181510","europa_distance_600m","-22.32454","40.36156","2019-04-08",26.4030327868852,26.57,28.59,23.9375,23.2,29.26,26.6397754971135,26.81,29.131,23.859,23.2,30.18
"SPY181507","europa_300m_surface","-22.33752","40.39666","2019-04-09",26.4010382513661,26.57,28.56,23.9375,23.2,29.26,26.6405897435897,26.81,29.1305,23.8595,23.2,30.18
"SPY190620","europa_300m_50m","-22.33752","40.39666","2019-04-09",26.4010382513661,26.57,28.56,23.9375,23.2,29.26,26.6405897435897,26.81,29.1305,23.8595,23.2,30.18
"SPY180761","europa_300m_100m","-22.33752","40.39666","2019-04-09",26.4010382513661,26.57,28.56,23.9375,23.2,29.26,26.6405897435897,26.81,29.1305,23.8595,23.2,30.18
"SPY180772","europa_300m_150m","-22.33752","40.39666","2019-04-09",26.4010382513661,26.57,28.56,23.9375,23.2,29.26,26.6405897435897,26.81,29.1305,23.8595,23.2,30.18
"SPY190621","europa_300m_200m","-22.33752","40.39666","2019-04-09",26.4010382513661,26.57,28.56,23.9375,23.2,29.26,26.6405897435897,26.81,29.1305,23.8595,23.2,30.18
"SPY180770","europa_300m_300","-22.33752","40.39666","2019-04-09",26.4010382513661,26.57,28.56,23.9375,23.2,29.26,26.6405897435897,26.81,29.1305,23.8595,23.2,30.18
"SPY181532","europa_1000m_surface","-22.33644","40.41177","2019-04-09",26.403306010929,26.56,28.5825,23.8925,23.19,29.28,26.646217948718,26.8,29.1305,23.86,23.19,30.16
"SPY190619","europa_1000m_500m","-22.33644","40.41177","2019-04-09",26.403306010929,26.56,28.5825,23.8925,23.19,29.28,26.646217948718,26.8,29.1305,23.86,23.19,30.16
"SPY181883","europa_1000m_1000m","-22.33644","40.41177","2019-04-09",26.403306010929,26.56,28.5825,23.8925,23.19,29.28,26.646217948718,26.8,29.1305,23.86,23.19,30.16
"SPY190629","taaf_station2","-22.33879","40.33888","2019-04-10",26.4039890710383,26.575,28.6,23.98,23.23,29.25,26.6417168481742,26.81,29.15,23.87,23.23,30.2
"SPY190627","taaf_station2","-22.33879","40.33888","2019-04-10",26.4039890710383,26.575,28.6,23.98,23.23,29.25,26.6417168481742,26.81,29.15,23.87,23.23,30.2
"SPY181542","canyon1_0m","-18.6225","41.77472","2019-04-11",27.4831693989071,27.46,29.6375,25.1525,24.65,30.14,27.6881498079385,27.85,29.9995,25.2405,24.65,30.79
"SPY181535","canyon1_840m","-18.6225","41.77472","2019-04-11",27.4831693989071,27.46,29.6375,25.1525,24.65,30.14,27.6881498079385,27.85,29.9995,25.2405,24.65,30.79
"SPY181898","seamount1_0m","-18.12441","42.04219","2019-04-11",27.5581693989071,27.64,29.655,25.36,24.98,30.31,27.7496606914213,27.92,30.05,25.36,24.66,31.12
"SPY190625","seamount1_170m","-18.12441","42.04219","2019-04-11",27.5581693989071,27.64,29.655,25.36,24.98,30.31,27.7496606914213,27.92,30.05,25.36,24.66,31.12
"SPY190630","seamount1_340m","-18.12441","42.04219","2019-04-11",27.5581693989071,27.64,29.655,25.36,24.98,30.31,27.7496606914213,27.92,30.05,25.36,24.66,31.12
"SPY190623","juan_distance0","-17.038661","42.66956","2019-04-13",27.7718579234973,27.905,29.7,25.9125,25.55,30.2,27.8870716112532,28.06,29.9485,25.72,25.02,30.85
"SPY190624","juan_distance0","-17.038661","42.66956","2019-04-13",27.7718579234973,27.905,29.7,25.9125,25.55,30.2,27.8870716112532,28.06,29.9485,25.72,25.02,30.85
"SPY190622","juan_distance1","-17.05547","42.67851","2019-04-13",27.7717759562842,27.875,29.7475,25.9125,25.54,30.32,27.8906138107417,28.045,29.95,25.73,25.02,30.91
"SPY190628","juan_distance1","-17.05547","42.67851","2019-04-13",27.7717759562842,27.875,29.7475,25.9125,25.54,30.32,27.8906138107417,28.045,29.95,25.73,25.02,30.91
"SPY190626","juan_distance2","-17.03868","42.66977","2019-04-13",27.7718579234973,27.905,29.7,25.9125,25.55,30.2,27.8870716112532,28.06,29.9485,25.72,25.02,30.85
"SPY190614","juan_distance2","-17.03868","42.66977","2019-04-13",27.7718579234973,27.905,29.7,25.9125,25.55,30.2,27.8870716112532,28.06,29.9485,25.72,25.02,30.85
"SPY190612","juan_distance3","-17.05712","42.67116","2019-04-13",27.7717759562842,27.875,29.7475,25.9125,25.54,30.32,27.8906138107417,28.045,29.95,25.73,25.02,30.91
"SPY180783","juan_distance3","-17.05712","42.67116","2019-04-13",27.7717759562842,27.875,29.7475,25.9125,25.54,30.32,27.8906138107417,28.045,29.95,25.73,25.02,30.91
"SPY190617","juan_300m_0m","-17.023831","42.654805","2019-04-14",27.770737704918,27.905,29.7,25.9125,25.55,30.2,27.8878530351438,28.06,29.948,25.72,25.02,30.85
"SPY180762","juan_300m_50m","-17.023831","42.654805","2019-04-14",27.770737704918,27.905,29.7,25.9125,25.55,30.2,27.8878530351438,28.06,29.948,25.72,25.02,30.85
"SPY181524","juan_300m_100m","-17.023831","42.654805","2019-04-14",27.770737704918,27.905,29.7,25.9125,25.55,30.2,27.8878530351438,28.06,29.948,25.72,25.02,30.85
"SPY190613","juan_300m_150m","-17.023831","42.654805","2019-04-14",27.770737704918,27.905,29.7,25.9125,25.55,30.2,27.8878530351438,28.06,29.948,25.72,25.02,30.85
"SPY190615","juan_300m_200m","-17.023831","42.654805","2019-04-14",27.770737704918,27.905,29.7,25.9125,25.55,30.2,27.8878530351438,28.06,29.948,25.72,25.02,30.85
"SPY181528","juan_300m_300m","-17.023831","42.654805","2019-04-14",27.770737704918,27.905,29.7,25.9125,25.55,30.2,27.8878530351438,28.06,29.948,25.72,25.02,30.85
"SPY181901","juan_2","-17.02874","42.74781","2019-04-15",27.767131147541,27.875,29.715,25.9125,25.56,30.21,27.8925415070243,28.065,29.9575,25.72,25.02,30.9
"SPY190609","juan_2","-17.02874","42.74781","2019-04-15",27.767131147541,27.875,29.715,25.9125,25.56,30.21,27.8925415070243,28.065,29.9575,25.72,25.02,30.9
"SPY190616","juan_mayotte_3000m_0m","-15.52306","42.53472","2019-04-16",27.9090710382514,28.13,29.77,25.91,25.76,30.44,28.021774090619,28.27,29.93,25.833,24.98,31.25
"SPY180760","juan_mayotte_3000m_3000m","-15.52306","42.53472","2019-04-16",27.9090710382514,28.13,29.77,25.91,25.76,30.44,28.021774090619,28.27,29.93,25.833,24.98,31.25
"SPY190570","glorieuse","-11.58652","47.28334","2019-04-19",27.6853825136612,27.72,29.955,25.415,25.13,30.76,27.6764713375796,27.95,29.7,25.42,25.01,30.86
"SPY190582","glorieuse","-11.58652","47.28334","2019-04-19",27.6853825136612,27.72,29.955,25.415,25.13,30.76,27.6764713375796,27.95,29.7,25.42,25.01,30.86
"SPY190574","glorieuse_distance_0m","-11.56444","47.29144","2019-04-20",27.6880327868852,27.72,29.955,25.415,25.13,30.76,27.6777021005729,27.95,29.7,25.42,25.01,30.86
"SPY190554","glorieuse_distance_0m","-11.56444","47.29144","2019-04-20",27.6880327868852,27.72,29.955,25.415,25.13,30.76,27.6777021005729,27.95,29.7,25.42,25.01,30.86
"SPY190586","glorieuse_distance_50m","-11.56593","47.28871","2019-04-20",27.6880327868852,27.72,29.955,25.415,25.13,30.76,27.6777021005729,27.95,29.7,25.42,25.01,30.86
"SPY190561","glorieuse_distance_50m","-11.56593","47.28871","2019-04-20",27.6880327868852,27.72,29.955,25.415,25.13,30.76,27.6777021005729,27.95,29.7,25.42,25.01,30.86
"SPY190580","glorieuse_distance_100m","-11.56503","47.28774","2019-04-20",27.6880327868852,27.72,29.955,25.415,25.13,30.76,27.6777021005729,27.95,29.7,25.42,25.01,30.86
"SPY190575","glorieuse_distance_100m","-11.56503","47.28774","2019-04-20",27.6880327868852,27.72,29.955,25.415,25.13,30.76,27.6777021005729,27.95,29.7,25.42,25.01,30.86
"SPY190563","glorieuse_distance_300m","-11.56269","47.28501","2019-04-20",27.6880327868852,27.72,29.955,25.415,25.13,30.76,27.6777021005729,27.95,29.7,25.42,25.01,30.86
"SPY190553","glorieuse_distance_300m","-11.56269","47.28501","2019-04-20",27.6880327868852,27.72,29.955,25.415,25.13,30.76,27.6777021005729,27.95,29.7,25.42,25.01,30.86
"SPY190552","glorieuse_300m_0m","-11.5581","47.2857","2019-04-21",27.6898907103825,27.72,29.955,25.415,25.13,30.76,27.6788676844784,27.955,29.7,25.42,25.01,30.86
"SPY190564","glorieuse_300m_50m","-11.5581","47.2857","2019-04-21",27.6898907103825,27.72,29.955,25.415,25.13,30.76,27.6788676844784,27.955,29.7,25.42,25.01,30.86
"SPY190549","glorieuse_300m_100m","-11.5581","47.2857","2019-04-21",27.6898907103825,27.72,29.955,25.415,25.13,30.76,27.6788676844784,27.955,29.7,25.42,25.01,30.86
"SPY190571","glorieuse_300m_150m","-11.5581","47.2857","2019-04-21",27.6898907103825,27.72,29.955,25.415,25.13,30.76,27.6788676844784,27.955,29.7,25.42,25.01,30.86
"SPY190568","glorieuse_300m_200m","-11.5581","47.2857","2019-04-21",27.6898907103825,27.72,29.955,25.415,25.13,30.76,27.6788676844784,27.955,29.7,25.42,25.01,30.86
"SPY190559","glorieuse_300m_300m","-11.5581","47.2857","2019-04-21",27.6898907103825,27.72,29.955,25.415,25.13,30.76,27.6788676844784,27.955,29.7,25.42,25.01,30.86
"SPY190560","tromelin_300m_0m","-15.89453623","54.51575373","2019-04-26",27.2328961748634,27.385,29.57,24.75,24.52,29.83,27.2121306277743,27.42,29.6,24.65,23.71,30.44
"SPY190577","tromelin_300m_50m","-15.89453623","54.51575373","2019-04-26",27.2328961748634,27.385,29.57,24.75,24.52,29.83,27.2121306277743,27.42,29.6,24.65,23.71,30.44
"SPY190569","tromelin_300m_100m","-15.89453623","54.51575373","2019-04-26",27.2328961748634,27.385,29.57,24.75,24.52,29.83,27.2121306277743,27.42,29.6,24.65,23.71,30.44
"SPY190587","tromelin_300m_150m","-15.89453623","54.51575373","2019-04-26",27.2328961748634,27.385,29.57,24.75,24.52,29.83,27.2121306277743,27.42,29.6,24.65,23.71,30.44
"SPY190562","tromelin_300m_200m","-15.89453623","54.51575373","2019-04-26",27.2328961748634,27.385,29.57,24.75,24.52,29.83,27.2121306277743,27.42,29.6,24.65,23.71,30.44
"SPY190583","tromelin_300m_300m","-15.89453623","54.51575373","2019-04-26",27.2328961748634,27.385,29.57,24.75,24.52,29.83,27.2121306277743,27.42,29.6,24.65,23.71,30.44
"SPY190578","tromelin_distance_0m","-15.89278","54.51736","2019-04-27",27.2342896174863,27.385,29.57,24.75,24.52,29.83,27.213288973384,27.42,29.6,24.65,23.71,30.44
"SPY190588","tromelin_distance_0m","-15.89278","54.51736","2019-04-27",27.2342896174863,27.385,29.57,24.75,24.52,29.83,27.213288973384,27.42,29.6,24.65,23.71,30.44
"SPY190592","tromelin_distance_50m","-15.89311","54.51689","2019-04-27",27.2342896174863,27.385,29.57,24.75,24.52,29.83,27.213288973384,27.42,29.6,24.65,23.71,30.44
"SPY190593","tromelin_distance_50m","-15.89311","54.51689","2019-04-27",27.2342896174863,27.385,29.57,24.75,24.52,29.83,27.213288973384,27.42,29.6,24.65,23.71,30.44
"SPY190567","tromelin_distance_100m","-15.89239","54.5139","2019-04-27",27.2342896174863,27.385,29.57,24.75,24.52,29.83,27.213288973384,27.42,29.6,24.65,23.71,30.44
"SPY190557","tromelin_distance_100m","-15.89239","54.5139","2019-04-27",27.2342896174863,27.385,29.57,24.75,24.52,29.83,27.213288973384,27.42,29.6,24.65,23.71,30.44
"SPY190576","Seamount_nearTromelin_0m","-15.93020533","54.50882665","2019-04-27",27.2234426229508,27.39,29.555,24.725,24.53,29.83,27.2024144486692,27.405,29.6015,24.63,23.65,30.41
"SPY190572","Seamount_nearTromelin_300m","-15.93020533","54.50882665","2019-04-27",27.2234426229508,27.39,29.555,24.725,24.53,29.83,27.2024144486692,27.405,29.6015,24.63,23.65,30.41
"SPY190581","Seamount_nearTromelin_600m","-15.93020533","54.50882665","2019-04-27",27.2234426229508,27.39,29.555,24.725,24.53,29.83,27.2024144486692,27.405,29.6015,24.63,23.65,30.41
"SPY193064","atlantic_1","46.8961393","-4.7780248","2019-10-22",14.7289344262295,13.66,19.6225,11.505,11.26,21.25,14.8340774487472,14.05,19.5725,11.27,10.61,22.03
"SPY193063","atlantic_1","46.8961393","-4.7780248","2019-10-22",14.7289344262295,13.66,19.6225,11.505,11.26,21.25,14.8340774487472,14.05,19.5725,11.27,10.61,22.03
"SPY193061","atlantic_2","46.3147228","-4.2150256","2019-10-23",15.1727868852459,14.345,20.255,11.7225,11.3,22.11,15.3561297666477,14.48,20.554,11.59,10.92,22.29
"SPY193059","atlantic_2","46.3147228","-4.2150256","2019-10-23",15.1727868852459,14.345,20.255,11.7225,11.3,22.11,15.3561297666477,14.48,20.554,11.59,10.92,22.29
"SPY193068","atlantic_3","46.0509606","-3.8861062","2019-10-23",15.382349726776,14.685,20.51,11.845,11.3,22.11,15.6186681844052,14.89,20.99,11.648,11.04,22.55
"SPY193058","atlantic_3","46.0509606","-3.8861062","2019-10-23",15.382349726776,14.685,20.51,11.845,11.3,22.11,15.6186681844052,14.89,20.99,11.648,11.04,22.55
"SPY193062","atlantic_4","45.8907485","-3.2114348","2019-10-24",15.6456010928962,14.615,21.255,11.92,11.53,22.55,15.9036177474403,15.105,21.63,11.6485,10.83,23.43
"SPY193060","atlantic_4","45.8907485","-3.2114348","2019-10-24",15.6456010928962,14.615,21.255,11.92,11.53,22.55,15.9036177474403,15.105,21.63,11.6485,10.83,23.43
"SPY192812","atlantic_5","45.2438012","-3.2297848","2019-10-24",15.9544535519126,14.76,21.71,12.28,12.05,22.69,16.2859271899886,15.225,22.0415,12.03,11.04,24.27
"SPY192817","atlantic_5","45.2438012","-3.2297848","2019-10-24",15.9544535519126,14.76,21.71,12.28,12.05,22.69,16.2859271899886,15.225,22.0415,12.03,11.04,24.27
"SPY192831","atlantic_6","44.8782105","-1.8595568","2019-10-25",16.1320765027322,14.38,22.1375,11.79,11.37,23.41,16.4452302444571,15.5,22.28,11.669,10.79,23.64
"SPY192811","atlantic_6","44.8782105","-1.8595568","2019-10-25",16.1320765027322,14.38,22.1375,11.79,11.37,23.41,16.4452302444571,15.5,22.28,11.669,10.79,23.64
"SPY192836","atlantic_7","44.2505771","-1.8937318","2019-10-27",16.4624316939891,14.555,22.3925,12.55,11.95,23.45,16.7007552526973,15.66,22.46,12.06,11.45,24.57
"SPY192818","atlantic_7","44.2505771","-1.8937318","2019-10-27",16.4624316939891,14.555,22.3925,12.55,11.95,23.45,16.7007552526973,15.66,22.46,12.06,11.45,24.57
"SPY192841","atlantic_8","43.8334093","-1.9882645","2019-10-28",16.5514207650273,14.9,22.6075,12.4575,11.86,23.54,16.805896708286,15.72,22.6,12.05,11.22,24.53
"SPY192835","atlantic_8","43.8334093","-1.9882645","2019-10-28",16.5514207650273,14.9,22.6075,12.4575,11.86,23.54,16.805896708286,15.72,22.6,12.05,11.22,24.53
"SPY192819","atlantic_9","44.0949793","-1.3818145","2019-10-28",16.2070491803279,14.675,22.145,11.5025,10.81,23.2,16.3525141884222,15.71,22.09,11.39,10.25,24.14
"SPY192847","atlantic_9","44.0949793","-1.3818145","2019-10-28",16.2070491803279,14.675,22.145,11.5025,10.81,23.2,16.3525141884222,15.71,22.09,11.39,10.25,24.14
"SPY192853","atlantic_10","44.5427539","-1.3295563","2019-10-29",16.0837704918033,14.835,22.1575,11.105,9.89,23.2,16.1924560408395,15.61,22.148,10.971,9.89,24.05
"SPY192810","atlantic_10","44.5427539","-1.3295563","2019-10-29",16.0837704918033,14.835,22.1575,11.105,9.89,23.2,16.1924560408395,15.61,22.148,10.971,9.89,24.05
"SPY192832","atlantic_11","45.5494714","-1.4159793","2019-10-30",15.0634153005464,13.825,20.795,10.0375,9.4,22.12,15.1953741496599,14.84,20.86,9.8,8.39,22.21
"SPY192827","atlantic_11","45.5494714","-1.4159793","2019-10-30",15.0634153005464,13.825,20.795,10.0375,9.4,22.12,15.1953741496599,14.84,20.86,9.8,8.39,22.21
"SPY192824","atlantic_12","45.7357645","-1.9193916","2019-10-30",15.5202732240437,14.1,21.385,11.26,10.7,23,15.716746031746,15.125,21.3385,10.46,8.79,23
"SPY192823","atlantic_12","45.7357645","-1.9193916","2019-10-30",15.5202732240437,14.1,21.385,11.26,10.7,23,15.716746031746,15.125,21.3385,10.46,8.79,23
"SPY192839","atlantic_13","45.8661842","-2.395217","2019-10-31",15.5939344262295,14.5,21.2,11.615,11.26,23.12,15.774566572238,15.13,21.314,10.89,9.65,23.14
"SPY192830","atlantic_13","45.8661842","-2.395217","2019-10-31",15.5939344262295,14.5,21.2,11.615,11.26,23.12,15.774566572238,15.13,21.314,10.89,9.65,23.14
"SPY192849","atlantic_14","46.6230167","-2.5939192","2019-10-31",14.7229234972678,14.03,20.31,10.16,9.43,22.17,14.8564759206799,14.5,20.306,9.8,8.54,22.27
"SPY192852","atlantic_14","46.6230167","-2.5939192","2019-10-31",14.7229234972678,14.03,20.31,10.16,9.43,22.17,14.8564759206799,14.5,20.306,9.8,8.54,22.27
"SPY192825","atlantic_15","46.5962065","-1.9759778","2019-11-01",14.341174863388,13.475,20.2675,9.14,8.3,21.87,14.4534314835787,14.45,19.9375,8.98,7.62,21.87
"SPY192826","atlantic_15","46.5962065","-1.9759778","2019-11-01",14.341174863388,13.475,20.2675,9.14,8.3,21.87,14.4534314835787,14.45,19.9375,8.98,7.62,21.87
"SPY180617","menorca_1","40.022395","3.790081","2018-03-12",19.9914480874317,19.225,26.3575,14.0375,13.5,27.31,19.5114395886889,18.46,26.451,13.84,13.14,28.03
"SPY180606","menorca_1","40.022518","3.79002","2018-03-12",19.9914480874317,19.225,26.3575,14.0375,13.5,27.31,19.5114395886889,18.46,26.451,13.84,13.14,28.03
"SPY180607","menorca_2","39.918649","3.830327","2018-03-12",20.0262021857924,19.29,26.3075,14.05,13.48,27.33,19.547557840617,18.45,26.44,13.87,13.1,28.04
"SPY180616","menorca_2","39.918309","3.830632","2018-03-12",20.0262021857924,19.29,26.3075,14.05,13.48,27.33,19.547557840617,18.45,26.44,13.87,13.1,28.04
"SPY180627","menorca_3","40.086845","4.070965","2018-03-13",19.8203551912568,19.02,26,13.83,13.43,27.42,19.3755308219178,18.28,26.2565,13.7135,13,27.74
"SPY180611","menorca_3","40.088462","4.070868","2018-03-13",19.8203551912568,19.02,26,13.83,13.43,27.42,19.3755308219178,18.28,26.2565,13.7135,13,27.74
"SPY180613","menorca_4","40.07145","4.096724","2018-03-13",19.8203551912568,19.02,26,13.83,13.43,27.42,19.3755308219178,18.28,26.2565,13.7135,13,27.74
"SPY180621","menorca_4","40.071488","4.096939","2018-03-13",19.8203551912568,19.02,26,13.83,13.43,27.42,19.3755308219178,18.28,26.2565,13.7135,13,27.74
"SPY180608","menorca_5","39.957735","4.285683","2018-03-13",19.738087431694,18.825,25.86,13.795,13.34,27.29,19.3409760273973,18.235,26.266,13.7035,13.02,27.67
"SPY180626","menorca_5","39.957858","4.285778","2018-03-13",19.738087431694,18.825,25.86,13.795,13.34,27.29,19.3409760273973,18.235,26.266,13.7035,13.02,27.67
"SPY180633","menorca_6","39.829577","4.303324","2018-03-15",19.7943715846995,19.055,25.8575,13.8275,13.41,27.19,19.382264957265,18.205,26.301,13.72,13.06,27.75
"SPY180631","menorca_6","39.829577","4.303324","2018-03-15",19.7943715846995,19.055,25.8575,13.8275,13.41,27.19,19.382264957265,18.205,26.301,13.72,13.06,27.75
"SPY180628","menorca_7","39.848846","4.160777","2018-03-15",19.9294808743169,19.31,26.07,13.915,13.67,27.33,19.4761367521368,18.245,26.37,13.79,13.11,27.79
"SPY180632","menorca_7","39.848846","4.160777","2018-03-15",19.9294808743169,19.31,26.07,13.915,13.67,27.33,19.4761367521368,18.245,26.37,13.79,13.11,27.79
"SPY180610","mallorca_1","39.771142","3.405029","2018-03-18",20.0433879781421,19.38,26.41,14.105,13.65,27.43,19.5626257459506,18.63,26.45,13.896,13.23,27.86
"SPY180620","mallorca_1","39.771142","3.405029","2018-03-18",20.0433879781421,19.38,26.41,14.105,13.65,27.43,19.5626257459506,18.63,26.45,13.896,13.23,27.86
"SPY180614","mallorca_2","39.786777","3.323661","2018-03-18",20.0474316939891,19.375,26.4675,14.0925,13.62,27.49,19.5495652173913,18.65,26.464,13.886,13.17,27.8
"SPY180615","mallorca_2","39.786777","3.323661","2018-03-18",20.0474316939891,19.375,26.4675,14.0925,13.62,27.49,19.5495652173913,18.65,26.464,13.886,13.17,27.8
"SPY180619","mallorca_3","39.746475","3.468065","2018-03-18",20.063306010929,19.4,26.4,14.0725,13.66,27.43,19.588115942029,18.69,26.498,13.91,13.22,27.96
"SPY180623","mallorca_3","39.746475","3.468065","2018-03-18",20.063306010929,19.4,26.4,14.0725,13.66,27.43,19.588115942029,18.69,26.498,13.91,13.22,27.96
"SPY180609","mallorca_4","39.689585","3.474012","2018-03-18",20.0809016393443,19.45,26.4275,14.0575,13.7,27.44,19.6055328218244,18.69,26.528,13.926,13.22,28.03
"SPY180618","mallorca_4","39.688479","3.471091","2018-03-18",20.0809016393443,19.45,26.4275,14.0575,13.7,27.44,19.6055328218244,18.69,26.528,13.926,13.22,28.03
"SPY180928","banyuls18_1","42.349021","3.203946","2018-04-04",16.8456557377049,15.91,22.85,11.8775,11.3,23.5,16.7610504201681,15.555,22.8755,12.37,11.3,24.48
"SPY180929","banyuls18_1","42.349021","3.203946","2018-04-04",16.8456557377049,15.91,22.85,11.8775,11.3,23.5,16.7610504201681,15.555,22.8755,12.37,11.3,24.48
"SPY180926","banyuls18_2","42.401302","3.171352","2018-04-04",16.6517486338798,15.745,22.6275,11.5925,10.9,23.24,16.6281764705882,15.475,22.7355,12.0945,10.9,24.31
"SPY180931","banyuls18_2","42.401302","3.171352","2018-04-04",16.6517486338798,15.745,22.6275,11.5925,10.9,23.24,16.6281764705882,15.475,22.7355,12.0945,10.9,24.31
"SPY180927","banyuls18_3","42.460386","3.167352","2018-04-04",16.5984426229508,15.67,22.58,11.5475,10.82,23.15,16.5925210084034,15.46,22.641,12.0345,10.82,24.32
"SPY180930","banyuls18_3","42.460386","3.167352","2018-04-04",16.5984426229508,15.67,22.58,11.5475,10.82,23.15,16.5925210084034,15.46,22.641,12.0345,10.82,24.32
"SPY180933","banyuls18_4","42.517347","3.13962","2018-04-04",16.4565027322404,15.54,22.52,11.2625,10.59,23.2,16.4848823529412,15.425,22.5855,11.7825,10.59,24.35
"SPY180935","banyuls18_4","42.517347","3.13962","2018-04-04",16.4565027322404,15.54,22.52,11.2625,10.59,23.2,16.4848823529412,15.425,22.5855,11.7825,10.59,24.35
"SPY180936","banyuls18_5","42.570987","3.0496","2018-04-05",16.280737704918,15.48,22.4,10.9125,10.33,23.45,16.3482367758186,15.35,22.505,11.495,10.33,24.46
"SPY180937","banyuls18_5","42.570987","3.0496","2018-04-05",16.280737704918,15.48,22.4,10.9125,10.33,23.45,16.3482367758186,15.35,22.505,11.495,10.33,24.46
"SPY181147","calvi_1","42.58508","8.725903","2018-05-18",18.7356010928962,17.91,25.2075,13.37,12.89,26.35,18.3649756888169,17.215,25.3115,13.37,12.89,27.87
"SPY181160","calvi_1","42.58508","8.725903","2018-05-18",18.7356010928962,17.91,25.2075,13.37,12.89,26.35,18.3649756888169,17.215,25.3115,13.37,12.89,27.87
"SPY181150","calvi_1","42.577371","8.709377","2018-05-18",18.7356010928962,17.91,25.2075,13.37,12.89,26.35,18.3649756888169,17.215,25.3115,13.37,12.89,27.87
"SPY181149","calvi_1","42.577371","8.709377","2018-05-18",18.7356010928962,17.91,25.2075,13.37,12.89,26.35,18.3649756888169,17.215,25.3115,13.37,12.89,27.87
"SPY181152","calvi_2","42.584973","8.80077","2018-05-19",18.7565573770492,17.935,25.2875,13.3075,12.94,26.48,18.3842186234818,17.23,25.389,13.34,12.94,28.1
"SPY181154","calvi_2","42.584973","8.80077","2018-05-19",18.7565573770492,17.935,25.2875,13.3075,12.94,26.48,18.3842186234818,17.23,25.389,13.34,12.94,28.1
"SPY181158","calvi_2","42.592608","8.810375","2018-05-19",18.7565573770492,17.935,25.2875,13.3075,12.94,26.48,18.3842186234818,17.23,25.389,13.34,12.94,28.1
