"latitude_start","longitude_start","date","mean_SST_1year","median_SST_1year","q95_SST_1year","q05_SST_1year","min_SST_1year","max_SST_1year","mean_SST_5year","median_SST_5year","q95_SST_5year","q05_SST_5year","min_SST_5year","max_SST_5year"
40.071488,4.096939,2018-03-13,19.8203551912568,19.02,26,13.83,13.43,27.42,19.3755308219178,18.28,26.2565,13.7135,13,27.74
39.957735,4.285683,2018-03-13,19.738087431694,18.825,25.86,13.795,13.34,27.29,19.3409760273973,18.235,26.266,13.7035,13.02,27.67
39.957858,4.285778,2018-03-13,19.738087431694,18.825,25.86,13.795,13.34,27.29,19.3409760273973,18.235,26.266,13.7035,13.02,27.67
39.829577,4.303324,2018-03-15,19.7943715846995,19.055,25.8575,13.8275,13.41,27.19,19.382264957265,18.205,26.301,13.72,13.06,27.75
39.848846,4.160777,2018-03-15,19.9294808743169,19.31,26.07,13.915,13.67,27.33,19.4761367521368,18.245,26.37,13.79,13.11,27.79
39.771142,3.405029,2018-03-18,20.0433879781421,19.38,26.41,14.105,13.65,27.43,19.5626257459506,18.63,26.45,13.896,13.23,27.86
39.786777,3.323661,2018-03-18,20.0474316939891,19.375,26.4675,14.0925,13.62,27.49,19.5495652173913,18.65,26.464,13.886,13.17,27.8
39.746475,3.468065,2018-03-18,20.063306010929,19.4,26.4,14.0725,13.66,27.43,19.588115942029,18.69,26.498,13.91,13.22,27.96
39.689585,3.474012,2018-03-18,20.0809016393443,19.45,26.4275,14.0575,13.7,27.44,19.6055328218244,18.69,26.528,13.926,13.22,28.03
39.688479,3.471091,2018-03-18,20.0809016393443,19.45,26.4275,14.0575,13.7,27.44,19.6055328218244,18.69,26.528,13.926,13.22,28.03
42.349021,3.203946,2018-04-04,16.8456557377049,15.91,22.85,11.8775,11.3,23.5,16.7610504201681,15.555,22.8755,12.37,11.3,24.48
42.401302,3.171352,2018-04-04,16.6517486338798,15.745,22.6275,11.5925,10.9,23.24,16.6281764705882,15.475,22.7355,12.0945,10.9,24.31
42.460386,3.167352,2018-04-04,16.5984426229508,15.67,22.58,11.5475,10.82,23.15,16.5925210084034,15.46,22.641,12.0345,10.82,24.32
42.517347,3.13962,2018-04-04,16.4565027322404,15.54,22.52,11.2625,10.59,23.2,16.4848823529412,15.425,22.5855,11.7825,10.59,24.35
42.570987,3.0496,2018-04-05,16.280737704918,15.48,22.4,10.9125,10.33,23.45,16.3482367758186,15.35,22.505,11.495,10.33,24.46
42.58508,8.725903,2018-05-18,18.7356010928962,17.91,25.2075,13.37,12.89,26.35,18.3649756888169,17.215,25.3115,13.37,12.89,27.87
42.577371,8.709377,2018-05-18,18.7356010928962,17.91,25.2075,13.37,12.89,26.35,18.3649756888169,17.215,25.3115,13.37,12.89,27.87
42.584973,8.80077,2018-05-19,18.7565573770492,17.935,25.2875,13.3075,12.94,26.48,18.3842186234818,17.23,25.389,13.34,12.94,28.1
42.592608,8.810375,2018-05-19,18.7565573770492,17.935,25.2875,13.3075,12.94,26.48,18.3842186234818,17.23,25.389,13.34,12.94,28.1
42.607429,8.840922,2018-05-18,18.7542349726776,17.935,25.2325,13.3225,12.95,26.56,18.3808752025932,17.24,25.354,13.34,12.95,28.13
42.609901,8.860081,2018-05-18,18.765218579235,17.94,25.33,13.295,12.97,26.6,18.390794165316,17.245,25.36,13.3265,12.97,28.24
42.629439,8.879176,2018-05-18,18.765218579235,17.94,25.33,13.295,12.97,26.6,18.390794165316,17.245,25.36,13.3265,12.97,28.24
42.628935,8.898822,2018-05-18,18.765218579235,17.94,25.33,13.295,12.97,26.6,18.390794165316,17.245,25.36,13.3265,12.97,28.24
43.328101,5.169124,2018-06-04,16.8446448087432,16.39,22.785,12.7925,12.48,25.02,16.9566426858513,15.95,23.15,13.025,12.48,26.23
43.326564,5.162342,2018-06-04,16.8446448087432,16.39,22.785,12.7925,12.48,25.02,16.9566426858513,15.95,23.15,13.025,12.48,26.23
43.331557,5.243485,2018-06-04,16.8150273224044,16.37,22.7475,12.78,12.57,25.03,16.936346922462,15.9,23.09,13.005,12.57,26.08
43.328215,5.228154,2018-06-04,16.8150273224044,16.37,22.7475,12.78,12.57,25.03,16.936346922462,15.9,23.09,13.005,12.57,26.08
43.346751,5.27374,2018-06-04,16.8123770491803,16.37,22.765,12.7825,12.59,25.08,16.9343085531575,15.89,23.085,13,12.59,26.02
43.357043,5.28961,2018-06-04,16.8123770491803,16.37,22.765,12.7825,12.59,25.08,16.9343085531575,15.89,23.085,13,12.59,26.02
42.996874,6.247296,2018-06-14,17.8568032786885,17.795,24.0675,13.24,12.91,25.83,17.7449881046788,16.64,24.37,13.48,12.91,27.01
42.993934,6.231181,2018-06-14,17.8568032786885,17.795,24.0675,13.24,12.91,25.83,17.7449881046788,16.64,24.37,13.48,12.91,27.01
42.989867,6.19165,2018-06-14,17.8122404371585,17.85,24.0275,13.2225,12.93,25.8,17.7103172085646,16.61,24.31,13.46,12.93,26.95
42.994923,6.178013,2018-06-14,17.8122404371585,17.85,24.0275,13.2225,12.93,25.8,17.7103172085646,16.61,24.31,13.46,12.93,26.95
43.009209,6.184702,2018-06-14,17.7937704918033,17.91,23.9575,13.19,12.92,25.81,17.7002854877082,16.61,24.3,13.45,12.92,26.91
43.009663,6.172318,2018-06-14,17.7937704918033,17.91,23.9575,13.19,12.92,25.81,17.7002854877082,16.61,24.3,13.45,12.92,26.91
43.453856,6.922852,2018-06-20,18.4022404371585,18.14,25.035,13.205,13.03,26.47,18.2379873717443,17.24,25.167,13.48,13.03,27.76
43.460438,6.923639,2018-06-20,18.4022404371585,18.14,25.035,13.205,13.03,26.47,18.2379873717443,17.24,25.167,13.48,13.03,27.76
43.427908,6.88989,2018-06-20,18.3936338797814,18.1,24.9775,13.21,13.01,26.43,18.2263062352013,17.21,25.144,13.49,13.01,27.71
43.427372,6.88044,2018-06-20,18.3936338797814,18.1,24.9775,13.21,13.01,26.43,18.2263062352013,17.21,25.144,13.49,13.01,27.71
43.417858,6.829228,2018-06-20,18.3640983606557,18.07,24.9575,13.2225,12.99,26.35,18.1979952644041,17.16,25.054,13.493,12.99,27.62
43.414792,6.8148,2018-06-20,18.3640983606557,18.07,24.9575,13.2225,12.99,26.35,18.1979952644041,17.16,25.054,13.493,12.99,27.62
42.461737,3.161565,2019-07-10,17.3781420765027,16.595,24.1,12.48,11.87,25.8,16.8320036319613,15.985,22.8935,12.15,10.82,25.8
42.468838,3.159013,2019-07-10,17.3781420765027,16.595,24.1,12.48,11.87,25.8,16.8320036319613,15.985,22.8935,12.15,10.82,25.8
42.468482,3.159341,2019-07-10,17.3781420765027,16.595,24.1,12.48,11.87,25.8,16.8320036319613,15.985,22.8935,12.15,10.82,25.8
42.423661,3.169849,2019-07-10,17.3893169398907,16.63,24.125,12.5,11.92,25.78,16.8614104116223,15.995,22.95,12.2,10.9,25.78
42.409949,3.163444,2019-07-10,17.3893169398907,16.63,24.125,12.5,11.92,25.78,16.8614104116223,15.995,22.95,12.2,10.9,25.78
42.359825,3.166933,2019-07-10,17.4073770491803,16.61,24.0575,12.5325,11.98,25.78,16.8973547215496,16.02,23.01,12.27,11.02,25.78
42.351981,3.187986,2019-07-10,17.4073770491803,16.61,24.0575,12.5325,11.98,25.78,16.8973547215496,16.02,23.01,12.27,11.02,25.78
43.689708,7.309035,2019-03-19,19.436912568306,18.9,26.775,13.4425,13.09,28.04,18.6393697205978,17.6,26.035,13.5,13.07,28.04
43.056244,6.673749,2019-07-05,19.0536612021858,17.88,26.48,13.745,13.41,27.96,18.3112204007286,17.17,25.49,13.55,12.95,27.96
43.056244,6.673749,2019-07-05,19.0536612021858,17.88,26.48,13.745,13.41,27.96,18.3156189320388,17.17,25.4965,13.55,12.95,27.96
43.056244,6.673749,2019-07-05,19.0562841530055,17.88,26.48,13.745,13.41,27.96,18.3112204007286,17.17,25.49,13.55,12.95,27.96
43.056244,6.673749,2019-07-05,19.0562841530055,17.88,26.48,13.745,13.41,27.96,18.3156189320388,17.17,25.4965,13.55,12.95,27.96
43.056244,6.673749,2019-07-06,19.0536612021858,17.88,26.48,13.745,13.41,27.96,18.3112204007286,17.17,25.49,13.55,12.95,27.96
43.056244,6.673749,2019-07-06,19.0536612021858,17.88,26.48,13.745,13.41,27.96,18.3156189320388,17.17,25.4965,13.55,12.95,27.96
43.056244,6.673749,2019-07-06,19.0562841530055,17.88,26.48,13.745,13.41,27.96,18.3112204007286,17.17,25.49,13.55,12.95,27.96
43.056244,6.673749,2019-07-06,19.0562841530055,17.88,26.48,13.745,13.41,27.96,18.3156189320388,17.17,25.4965,13.55,12.95,27.96
43.17588,5.40324,2019-07-01,18.3368306010929,17.36,25.195,13.53,12.54,27.52,17.4741265976872,16.34,24.019,13.32,12.54,27.52
43.17588,5.40324,2019-07-01,18.3368306010929,17.36,25.195,13.53,12.54,27.52,17.4697807551766,16.335,24.009,13.32,12.54,27.52
43.17588,5.40324,2019-07-01,18.3352732240437,17.36,25.195,13.53,12.54,27.52,17.4741265976872,16.34,24.019,13.32,12.54,27.52
43.17588,5.40324,2019-07-01,18.3352732240437,17.36,25.195,13.53,12.54,27.52,17.4697807551766,16.335,24.009,13.32,12.54,27.52
43.16821,5.5495,2019-07-01,18.4199180327869,17.4,25.665,13.5725,12.83,27.49,17.5841874619598,16.48,24.13,13.401,12.83,27.49
43.169,5.54909,2019-07-01,18.4199180327869,17.4,25.665,13.5725,12.83,27.49,17.5841874619598,16.48,24.13,13.401,12.83,27.49
43.16862,5.54848,2019-07-01,18.4199180327869,17.4,25.665,13.5725,12.83,27.49,17.5841874619598,16.48,24.13,13.401,12.83,27.49
43.1679,5.54591,2019-07-02,18.4235245901639,17.4,25.665,13.5725,12.83,27.49,17.5888686131387,16.48,24.147,13.4015,12.83,27.49
43.16812,5.54567,2019-07-02,18.4235245901639,17.4,25.665,13.5725,12.83,27.49,17.5888686131387,16.48,24.147,13.4015,12.83,27.49
43.16803,5.545709,2019-07-02,18.4235245901639,17.4,25.665,13.5725,12.83,27.49,17.5888686131387,16.48,24.147,13.4015,12.83,27.49
43.687017,7.308539,2019-03-19,19.436912568306,18.9,26.775,13.4425,13.09,28.04,18.6393697205978,17.6,26.035,13.5,13.07,28.04
43.686972,7.30875,2019-03-19,19.436912568306,18.9,26.775,13.4425,13.09,28.04,18.6393697205978,17.6,26.035,13.5,13.07,28.04
43.68388,7.29903,2019-03-20,19.4345355191257,18.885,26.7675,13.48,13.07,27.94,18.6335844155844,17.6,26.0605,13.48,13.03,27.94
43.666033,7.252058,2019-03-20,19.4345355191257,18.885,26.7675,13.48,13.07,27.94,18.6335844155844,17.6,26.0605,13.48,13.03,27.94
43.68275,7.299033,2019-03-20,19.4345355191257,18.885,26.7675,13.48,13.07,27.94,18.6335844155844,17.6,26.0605,13.48,13.03,27.94
43.684542,7.299424,2019-03-20,19.4345355191257,18.885,26.7675,13.48,13.07,27.94,18.6335844155844,17.6,26.0605,13.48,13.03,27.94
43.15886,6.62046,2019-07-07,19.0555464480874,17.895,26.355,13.6725,13.3,27.83,18.3261976955731,17.2,25.496,13.54,12.87,27.83
43.15891,6.6205,2019-07-07,19.0555464480874,17.895,26.355,13.6725,13.3,27.83,18.3261976955731,17.2,25.496,13.54,12.87,27.83
43.1528,6.61624,2019-07-07,19.0555464480874,17.895,26.355,13.6725,13.3,27.83,18.3261976955731,17.2,25.496,13.54,12.87,27.83
43.15268,6.61693,2019-07-07,19.0555464480874,17.895,26.355,13.6725,13.3,27.83,18.3261976955731,17.2,25.496,13.54,12.87,27.83
43.15025,6.6168,2019-07-07,19.0555464480874,17.895,26.355,13.6725,13.3,27.83,18.3261976955731,17.2,25.496,13.54,12.87,27.83
43.14991,6.61595,2019-07-07,19.054781420765,17.9,26.385,13.705,13.35,27.88,18.3168405093996,17.15,25.5,13.54,12.9,27.88
43.14817,6.62024,2019-07-07,19.054781420765,17.9,26.385,13.705,13.35,27.88,18.3168405093996,17.15,25.5,13.54,12.9,27.88
43.150888,6.617996,2019-07-07,19.0555464480874,17.895,26.355,13.6725,13.3,27.83,18.3261976955731,17.2,25.496,13.54,12.87,27.83
43.14227,6.43833,2019-07-18,18.9496994535519,17.935,26.2175,13.7025,13.43,27.85,18.2378313253012,17.125,25.2105,13.54,12.87,27.85
43.134424,6.428435,2019-07-18,18.9496994535519,17.935,26.2175,13.7025,13.43,27.85,18.2378313253012,17.125,25.2105,13.54,12.87,27.85
43.23291,5.35105,2019-06-30,18.2189344262295,17.27,25.115,13.4025,12.33,27.41,17.3531120584653,16.3,23.8195,13.19,12.33,27.41
43.2175,5.34561,2019-06-30,18.1897540983607,17.235,25.2025,13.36,12.28,27.44,17.320724725944,16.25,23.7895,13.17,12.28,27.44
43.2323,5.349935,2019-06-30,18.1897540983607,17.235,25.2025,13.36,12.28,27.44,17.320724725944,16.25,23.7895,13.17,12.28,27.44
43.21732,5.34549,2019-06-30,18.1897540983607,17.235,25.2025,13.36,12.28,27.44,17.320724725944,16.25,23.7895,13.17,12.28,27.44
43.17606,5.40356,2019-06-30,18.3352732240437,17.36,25.195,13.53,12.54,27.52,17.4697807551766,16.335,24.009,13.32,12.54,27.52
43.17588,5.40324,2019-06-30,18.3368306010929,17.36,25.195,13.53,12.54,27.52,17.4741265976872,16.34,24.019,13.32,12.54,27.52
43.17588,5.40324,2019-06-30,18.3368306010929,17.36,25.195,13.53,12.54,27.52,17.4697807551766,16.335,24.009,13.32,12.54,27.52
43.17588,5.40324,2019-06-30,18.3352732240437,17.36,25.195,13.53,12.54,27.52,17.4741265976872,16.34,24.019,13.32,12.54,27.52
43.17588,5.40324,2019-06-30,18.3352732240437,17.36,25.195,13.53,12.54,27.52,17.4697807551766,16.335,24.009,13.32,12.54,27.52
43.17492,5.39804,2019-06-30,18.2859016393443,17.335,25.0425,13.4725,12.42,27.53,17.4109439707674,16.335,23.909,13.26,12.42,27.53
43.18036,5.37254,2019-06-30,18.2859016393443,17.335,25.0425,13.4725,12.42,27.53,17.4109439707674,16.335,23.909,13.26,12.42,27.53
43.269,5.36633,2019-06-30,18.1334972677596,17.235,25.2825,13.27,12.24,27.3,17.2775761266748,16.22,23.6395,13.13,12.24,27.3
43.28088,5.34636,2019-06-30,18.1355737704918,17.22,25.295,13.28,12.23,27.36,17.2778197320341,16.22,23.689,13.13,12.23,27.36
43.269,5.3672,2019-06-30,18.1334972677596,17.235,25.2825,13.27,12.24,27.3,17.2775761266748,16.22,23.6395,13.13,12.24,27.3
43.27953,5.34951,2019-06-30,18.1355737704918,17.22,25.295,13.28,12.23,27.36,17.2778197320341,16.22,23.689,13.13,12.23,27.36
43.681816,7.302233,2019-07-13,19.2885245901639,18.11,26.9375,13.6925,13.33,28.04,18.6071178247734,17.49,26.15,13.5,13.07,28.04
-4.11588,132.97463,2017-10-16,28.6972950819672,29.115,30.355,26.2725,25.82,30.79,28.1740980392157,28.75,30.1305,24.9375,23.82,30.79
-4.11785,133.01915,2017-10-17,28.6783879781421,29.095,30.35,26.2375,25.78,30.8,28.1691087169442,28.74,30.13,24.95,23.85,30.8
-4.11746,133.02032,2017-10-17,28.6783879781421,29.095,30.35,26.2375,25.78,30.8,28.1691087169442,28.74,30.13,24.95,23.85,30.8
-4.11746,133.02032,2017-10-17,28.6783879781421,29.095,30.35,26.2375,25.78,30.8,28.17,28.74,30.13,24.9525,23.85,30.8
-4.11746,133.02032,2017-10-17,28.6787978142077,29.1,30.35,26.2375,25.78,30.8,28.1691087169442,28.74,30.13,24.95,23.85,30.8
-4.11746,133.02032,2017-10-17,28.6787978142077,29.1,30.35,26.2375,25.78,30.8,28.17,28.74,30.13,24.9525,23.85,30.8
-4.06037,133.05912,2017-10-17,28.6784153005464,29.1,30.3475,26.2175,25.77,30.84,28.1804015670911,28.75,30.13,25.03,23.91,30.84
-4.11746,133.02032,2017-10-18,28.6783879781421,29.095,30.35,26.2375,25.78,30.8,28.1691087169442,28.74,30.13,24.95,23.85,30.8
-4.11746,133.02032,2017-10-18,28.6783879781421,29.095,30.35,26.2375,25.78,30.8,28.17,28.74,30.13,24.9525,23.85,30.8
-4.11746,133.02032,2017-10-18,28.6787978142077,29.1,30.35,26.2375,25.78,30.8,28.1691087169442,28.74,30.13,24.95,23.85,30.8
-4.11746,133.02032,2017-10-18,28.6787978142077,29.1,30.35,26.2375,25.78,30.8,28.17,28.74,30.13,24.9525,23.85,30.8
-4.12453,132.97571,2017-10-19,28.7001912568306,29.14,30.355,26.2725,25.82,30.79,28.176871945259,28.75,30.13,24.943,23.82,30.79
-4.13307,132.97514,2017-10-20,28.7012295081967,29.14,30.355,26.2725,25.82,30.79,28.1776953125,28.755,30.13,24.9445,23.82,30.79
-4.13565,132.97421,2017-10-23,28.7019945355191,29.14,30.355,26.2725,25.82,30.79,28.1803894839338,28.76,30.13,24.949,23.82,30.79
-4.12602,132.9769,2017-10-23,28.7019945355191,29.14,30.355,26.2725,25.82,30.79,28.1803894839338,28.76,30.13,24.949,23.82,30.79
-4.08471,132.91273,2017-10-24,28.769043715847,29.18,30.415,26.405,25.94,30.9,28.2218579766537,28.78,30.14,24.9335,23.85,30.9
-4.32327,133.50134,2017-10-25,28.5954644808743,29.175,30.315,26.0025,25.68,31.03,28.0921574344023,28.69,30.05,24.814,23.66,31.03
-4.32135,133.49826,2017-10-25,28.6002459016393,29.165,30.3175,25.98,25.68,31.02,28.0885519922255,28.67,30.06,24.77,23.6,31.02
-4.32225,133.49443,2017-10-26,28.6019945355191,29.17,30.3175,25.98,25.68,31.02,28.0897766990291,28.67,30.06,24.7725,23.6,31.02
-4.33406,133.50023,2017-10-26,28.5972677595628,29.19,30.315,26.0025,25.68,31.03,28.0933883495146,28.695,30.05,24.8145,23.66,31.03
-4.33682,133.4866,2017-10-26,28.6019945355191,29.17,30.3175,25.98,25.68,31.02,28.0897766990291,28.67,30.06,24.7725,23.6,31.02
-3.90609,134.03523,2017-10-30,28.621912568306,29.305,30.125,26.155,25.73,30.62,28.1678433268859,28.755,30.05,24.9565,23.75,30.62
-3.90622,134.03543,2017-10-30,28.621912568306,29.305,30.125,26.155,25.73,30.62,28.1678433268859,28.755,30.05,24.9565,23.75,30.62
-3.90981,134.0777,2017-10-31,28.5972677595628,29.3,30.0675,26.095,25.7,30.58,28.1446086956522,28.75,30.02,24.928,23.7,30.58
-3.90956,134.07967,2017-10-31,28.5972677595628,29.3,30.0675,26.095,25.7,30.58,28.1446086956522,28.75,30.02,24.928,23.7,30.58
-3.72099,134.09822,2017-11-02,28.5959289617486,29.295,30.01,26.18,25.73,30.45,28.1508968177435,28.77,29.96,24.936,23.79,30.45
-3.72398,134.10167,2017-11-02,28.5959289617486,29.295,30.01,26.18,25.73,30.45,28.1508968177435,28.77,29.96,24.936,23.79,30.45
-3.79458,134.12033,2017-11-02,28.5959289617486,29.295,30.01,26.18,25.73,30.45,28.1508968177435,28.77,29.96,24.936,23.79,30.45
-3.77847,134.1613,2017-11-03,28.5953551912568,29.3,30.0075,26.165,25.74,30.44,28.1508959537572,28.77,29.96,24.9455,23.8,30.44
-3.77903,134.16254,2017-11-03,28.5953551912568,29.3,30.0075,26.165,25.74,30.44,28.1508959537572,28.77,29.96,24.9455,23.8,30.44
-3.8319,134.09264,2017-11-03,28.6047540983607,29.31,30.04,26.155,25.72,30.48,28.1572350674374,28.75,29.9815,24.94,23.78,30.48
-4.01173,134.20171,2017-11-06,28.5598087431694,29.31,30.245,25.8225,25.48,30.85,28.0624015369837,28.68,30.1,24.77,23.39,30.85
-4.03573,134.48901,2017-11-07,28.5433333333333,29.345,30.26,25.775,25.47,30.76,28.0324472168906,28.61,30.11,24.7025,23.42,30.76
-3.93996,134.74069,2017-11-08,28.578306010929,29.35,30.29,25.96,25.54,30.61,28.0592042186002,28.65,30.069,24.991,23.72,30.61
-3.94102,134.74156,2017-11-08,28.578306010929,29.35,30.29,25.96,25.54,30.61,28.0592042186002,28.65,30.069,24.991,23.72,30.61
-4.03521,134.28719,2017-11-08,28.5551092896175,29.32,30.2775,25.8125,25.45,30.87,28.042665388303,28.65,30.13,24.722,23.33,30.87
-3.77537,134.20151,2017-11-10,28.6015027322404,29.32,30.0075,26.165,25.74,30.44,28.1593875598086,28.78,29.958,24.956,23.8,30.44
-4.06772,133.03728,2017-11-12,28.7021038251366,29.255,30.3575,26.2325,25.77,30.8,28.2004584527221,28.77,30.13,25.02,23.85,30.8
-4.06683,133.03258,2017-11-12,28.7021038251366,29.255,30.3575,26.2325,25.77,30.8,28.2004584527221,28.77,30.13,25.02,23.85,30.8
-4.06837,133.03748,2017-11-12,28.7021038251366,29.255,30.3575,26.2325,25.77,30.8,28.2004584527221,28.77,30.13,25.02,23.85,30.8
-3.93609,132.80188,2017-11-13,29.0312841530055,29.355,30.4925,27.155,26.5,30.86,28.4714408396947,28.925,30.14,25.327,24,30.86
-3.93609,132.80188,2017-11-13,29.0312841530055,29.355,30.4925,27.155,26.5,30.86,28.4729742612011,28.93,30.14,25.328,24,30.86
-3.93609,132.80188,2017-11-13,29.0316120218579,29.355,30.4925,27.155,26.5,30.86,28.4714408396947,28.925,30.14,25.327,24,30.86
-3.93609,132.80188,2017-11-13,29.0316120218579,29.355,30.4925,27.155,26.5,30.86,28.4729742612011,28.93,30.14,25.328,24,30.86
-3.93609,132.80188,2017-11-14,29.0312841530055,29.355,30.4925,27.155,26.5,30.86,28.4714408396947,28.925,30.14,25.327,24,30.86
-3.93609,132.80188,2017-11-14,29.0312841530055,29.355,30.4925,27.155,26.5,30.86,28.4729742612011,28.93,30.14,25.328,24,30.86
-3.93609,132.80188,2017-11-14,29.0316120218579,29.355,30.4925,27.155,26.5,30.86,28.4714408396947,28.925,30.14,25.327,24,30.86
-3.93609,132.80188,2017-11-14,29.0316120218579,29.355,30.4925,27.155,26.5,30.86,28.4729742612011,28.93,30.14,25.328,24,30.86
-3.93424,132.78685,2017-11-14,29.0414754098361,29.365,30.49,27.1725,26.51,30.87,28.4821163012393,28.93,30.14,25.358,24,30.87
-3.93543,132.76505,2017-11-15,29.0418852459016,29.365,30.49,27.1725,26.51,30.87,28.4838476190476,28.93,30.1455,25.359,24,30.87
-3.92841,132.82257,2017-11-15,29.0319672131148,29.355,30.4925,27.155,26.5,30.86,28.4747047619048,28.93,30.14,25.329,24,30.86
-3.22096,133.67038,2017-11-17,29.6864754098361,29.935,30.7475,27.885,27.45,31.35,29.2163212927757,29.44,30.56,27.191,26.52,31.35
-3.30699,133.66507,2017-11-17,29.6369672131148,29.92,30.7,27.8375,27.41,31.3,29.1687927756654,29.405,30.54,27.09,26.47,31.3
-2.99063,131.93184,2017-11-20,29.2418579234973,29.51,30.1475,27.71,27.25,30.77,28.7439052132701,29.08,30.08,26.157,25.24,30.77
-3.00112,131.93817,2017-11-20,29.2321038251366,29.5,30.15,27.6625,27.22,30.79,28.7275545023697,29.08,30.09,26.087,25.14,30.79
-2.65144,131.60634,2017-11-21,29.376174863388,29.67,30.2675,27.91,27.37,30.7,28.8733806818182,29.2,30.18,26.295,25.27,30.7
-2.67144,131.59814,2017-11-21,29.3591256830601,29.65,30.265,27.8825,27.3,30.65,28.8497537878788,29.18,30.18,26.2475,25.21,30.65
-0.95288,130.60258,2017-11-22,29.3276229508197,29.33,29.8775,28.8225,28.6,30.14,28.9789120151372,29.09,29.73,27.82,27.28,30.14
-22.22650001,166.368821,2019-10-10,24.574043715847,24.66,27.095,22.1025,21.84,27.64,24.8580160550459,24.89,27.937,22.11,21.67,29.42
-22.21940196,166.369674,2019-10-10,24.574043715847,24.66,27.095,22.1025,21.84,27.64,24.8580160550459,24.89,27.937,22.11,21.67,29.42
-22.22150599,166.379831,2019-10-10,24.574043715847,24.66,27.095,22.1025,21.84,27.64,24.8580160550459,24.89,27.937,22.11,21.67,29.42
-22.29461798,166.366385,2019-10-07,24.5470218579235,24.6,27.065,22.1025,21.83,27.58,24.8406892590465,24.87,27.91,22.11,21.7,29.39
-22.29926499,166.36528,2019-10-07,24.5470218579235,24.6,27.065,22.1025,21.83,27.58,24.8406892590465,24.87,27.91,22.11,21.7,29.39
-22.28809602,166.356277,2019-10-07,24.5470218579235,24.6,27.065,22.1025,21.83,27.58,24.8406892590465,24.87,27.91,22.11,21.7,29.39
-22.28450504,166.221832,2019-10-09,24.6190163934426,24.68,27.085,22.3425,22.11,27.47,24.9070109007458,24.9,27.88,22.3,21.89,29.4
-22.28308397,166.21072,2019-10-09,24.6190163934426,24.68,27.085,22.3425,22.11,27.47,24.9070109007458,24.9,27.88,22.3,21.89,29.4
-22.27208901,166.201926,2019-10-09,24.6190163934426,24.68,27.085,22.3425,22.11,27.47,24.9070109007458,24.9,27.88,22.3,21.89,29.4
-22.35017097,166.233112,2019-10-08,24.5993715846995,24.705,27.0275,22.43,22.2,27.36,24.8856601607348,24.805,27.8195,22.3405,21.92,29.28
-22.34168102,166.229977,2019-10-08,24.6027868852459,24.665,27.0475,22.38,22.16,27.41,24.8940585533869,24.84,27.839,22.32,21.9,29.36
-22.32065602,166.217878,2019-10-08,24.6027868852459,24.665,27.0475,22.38,22.16,27.41,24.8940585533869,24.84,27.839,22.32,21.9,29.36
-21.98009997,166.04873,2019-10-20,24.9459289617486,25.15,27.5875,22.45,22.12,28,25.1407126567845,25.165,28.24,22.36,21.93,29.35
-21.97654202,166.033312,2019-10-20,24.9459289617486,25.15,27.5875,22.45,22.12,28,25.1407126567845,25.165,28.24,22.36,21.93,29.35
-21.97167397,166.037934,2019-10-20,24.9459289617486,25.15,27.5875,22.45,22.12,28,25.1407126567845,25.165,28.24,22.36,21.93,29.35
-22.022961,165.984781,2019-10-17,24.9085792349727,25.09,27.4475,22.4825,22.35,27.74,25.1159280411194,25.11,28.085,22.43,21.93,29.35
-22.020646,165.994456,2019-10-17,24.9085792349727,25.09,27.4475,22.4825,22.35,27.74,25.1159280411194,25.11,28.085,22.43,21.93,29.35
-22.01984603,166.000649,2019-10-17,24.914043715847,25.1,27.515,22.4525,22.22,27.8,25.1171559109081,25.12,28.16,22.38,21.95,29.35
-22.03110502,165.96515,2019-10-16,24.9088797814208,25.09,27.4475,22.4825,22.35,27.74,25.1167371428571,25.11,28.0855,22.43,21.93,29.35
-22.03445401,165.96985,2019-10-16,24.9088797814208,25.09,27.4475,22.4825,22.35,27.74,25.1167371428571,25.11,28.0855,22.43,21.93,29.35
-22.05089402,165.980551,2019-10-16,24.8724590163934,24.975,27.35,22.53,22.38,27.69,25.0881885714286,25.07,28,22.47,21.96,29.35
-22.07648397,165.978274,2019-10-21,24.8686885245902,24.975,27.35,22.53,22.38,27.69,25.0843247863248,25.05,28,22.47,21.96,29.35
-22.06782396,165.973843,2019-10-21,24.8686885245902,24.975,27.35,22.53,22.38,27.69,25.0843247863248,25.05,28,22.47,21.96,29.35
-22.05091104,165.961204,2019-10-21,24.8686885245902,24.975,27.35,22.53,22.38,27.69,25.0843247863248,25.05,28,22.47,21.96,29.35
-21.62330196,165.450172,2019-10-24,25.0077868852459,25.185,27.4075,22.6925,22.43,27.84,25.2145278725825,25.23,28.1415,22.64,22.24,29.24
-21.62211701,165.44939,2019-10-24,25.0051639344262,25.16,27.38,22.7125,22.44,27.77,25.215534698521,25.23,28.12,22.65,22.26,29.26
-21.64239502,165.467292,2019-10-27,24.9917486338798,25.185,27.4075,22.6925,22.43,27.84,25.2107893242476,25.22,28.14,22.64,22.24,29.24
-21.74434997,165.561206,2019-10-23,25.0119672131148,25.18,27.535,22.66,22.45,27.83,25.2151451337507,25.25,28.172,22.6,22.11,29.29
-21.74347197,165.554044,2019-10-23,25.0119672131148,25.18,27.535,22.66,22.45,27.83,25.2151451337507,25.25,28.172,22.6,22.11,29.29
