"code_spygen","station","latitude_start","longitude_start","date","mean_npp_1year","median_npp_1year","q95_npp_1year","q05_npp_1year","min_npp_1year","max_npp_1year","mean_npp_5year","median_npp_5year","q95_npp_5year","q05_npp_5year","min_npp_5year","max_npp_5year"
"SPY173275","fajou","16.359","-61.57521","2018-03-01",519.13718355619,507.207092285156,776.663037109375,329.450067138672,293.649597167969,882.221435546875,396.392247517904,400.738891601562,491.558493041992,325.594686889648,308.358276367188,517.542602539062
"SPY173276","fajou","16.359","-61.57521","2018-03-01",519.13718355619,507.207092285156,776.663037109375,329.450067138672,293.649597167969,882.221435546875,396.392247517904,400.738891601562,491.558493041992,325.594686889648,308.358276367188,517.542602539062
"SPY173273","jardin_eden","16.37651","-61.52821","2018-03-01",519.13718355619,507.207092285156,776.663037109375,329.450067138672,293.649597167969,882.221435546875,396.392247517904,400.738891601562,491.558493041992,325.594686889648,308.358276367188,517.542602539062
"SPY173274","jardin_eden","16.37651","-61.52821","2018-03-01",519.13718355619,507.207092285156,776.663037109375,329.450067138672,293.649597167969,882.221435546875,396.392247517904,400.738891601562,491.558493041992,325.594686889648,308.358276367188,517.542602539062
"SPY173251","petit_cul_de_sac_marin_cote","16.20352","-61.53646","2018-02-25",351.443184838779,327.987326691116,481.159563877272,284.611889349896,280.097031745358,482.605321469514,301.74925324076,281.235927858214,395.142090440833,257.034686821095,248.187085137851,424.049332328465
"SPY173252","petit_cul_de_sac_marin_cote","16.20352","-61.53646","2018-02-25",351.443184838779,327.987326691116,481.159563877272,284.611889349896,280.097031745358,482.605321469514,301.74925324076,281.235927858214,395.142090440833,257.034686821095,248.187085137851,424.049332328465
"SPY173250","petit_cul_de_sac_marin_Large","16.15962","-61.50619","2018-02-25",354.899187764163,332.929762825133,483.338535829574,287.608143930587,283.845772152855,485.173017713759,306.9866052456,285.872386750721,407.632734268431,260.495048837813,252.243746560717,436.075044177827
"SPY180501","petit_cul_de_sac_marin_Large","16.15962","-61.50619","2018-02-25",354.899187764163,332.929762825133,483.338535829574,287.608143930587,283.845772152855,485.173017713759,306.9866052456,285.872386750721,407.632734268431,260.495048837813,252.243746560717,436.075044177827
"SPY173282","petite_terre1","16.18316","-61.11949","2018-03-02",396.632642110189,389.577056884766,497.771524047852,307.525535583496,285.965881347656,498.130950927734,374.820276896159,345.75732421875,499.927833557129,304.076770019531,288.712554931641,528.314147949219
"SPY173283","petite_terre2","16.17763","-61.09994","2018-03-02",396.632642110189,389.577056884766,497.771524047852,307.525535583496,285.965881347656,498.130950927734,374.820276896159,345.75732421875,499.927833557129,304.076770019531,288.712554931641,528.314147949219
"SPY173280","pointe_chateau","16.24619","-61.213","2018-03-02",373.467786153158,364.916458129883,476.188549804687,281.529733276367,280.881072998047,494.510223388672,364.907338460286,343.328002929688,476.346472167969,309.982356262207,309.095001220703,504.857177734375
"SPY173259","pointe_ferry","16.2617","-61.82218","2018-02-26",340.504897241239,304.042523490058,483.399986182319,273.095499155256,269.69163831075,503.404872894287,283.861645186389,272.112634340922,357.339167722066,246.480105103387,237.717930052016,373.830922020806
"SPY173260","pointe_ferry","16.2617","-61.82218","2018-02-26",340.504897241239,304.042523490058,483.399986182319,273.095499155256,269.69163831075,503.404872894287,283.861645186389,272.112634340922,357.339167722066,246.480105103387,237.717930052016,373.830922020806
"SPY173271","pointe_ferry","16.26194","-61.82252","2018-02-28",340.504897241239,304.042523490058,483.399986182319,273.095499155256,269.69163831075,503.404872894287,283.861645186389,272.112634340922,357.339167722066,246.480105103387,237.717930052016,373.830922020806
"SPY173272","pointe_ferry","16.26194","-61.82252","2018-02-28",340.504897241239,304.042523490058,483.399986182319,273.095499155256,269.69163831075,503.404872894287,283.861645186389,272.112634340922,357.339167722066,246.480105103387,237.717930052016,373.830922020806
"SPY173253","riviere_salee","16.2552","-61.54755","2018-02-25",348.813295713613,324.134032236019,478.213078780913,281.41215656979,276.144842658244,478.559503689618,298.567121102776,279.469057754732,386.365495386258,256.012336215167,247.559771040796,416.961312737263
"SPY173254","riviere_salee","16.2552","-61.54755","2018-02-25",348.813295713613,324.134032236019,478.213078780913,281.41215656979,276.144842658244,478.559503689618,298.567121102776,279.469057754732,386.365495386258,256.012336215167,247.559771040796,416.961312737263
"SPY173255","sec_nord","16.24518","-61.87116","2018-02-26",325.809163411458,298.161834716797,467.642704772949,258.463677978516,251.4638671875,483.064575195312,274.078824361165,263.9990234375,366.30774230957,228.158725738525,227.854629516602,368.827423095703
"SPY173256","sec_nord","16.24518","-61.87116","2018-02-26",325.809163411458,298.161834716797,467.642704772949,258.463677978516,251.4638671875,483.064575195312,274.078824361165,263.9990234375,366.30774230957,228.158725738525,227.854629516602,368.827423095703
"SPY173257","sec_sud_1","16.15732","-61.87493","2018-02-26",319.941214243571,303.643417358398,458.98599395752,247.013062286377,238.23811340332,477.064239501953,274.421975453695,257.196296691895,376.283393859863,228.391757202148,226.775695800781,379.268127441406
"SPY173258","sec_sud_1","16.15732","-61.87493","2018-02-26",319.941214243571,303.643417358398,458.98599395752,247.013062286377,238.23811340332,477.064239501953,274.421975453695,257.196296691895,376.283393859863,228.391757202148,226.775695800781,379.268127441406
"SPY173269","sec_sud_2","16.14098","-61.8644","2018-02-28",319.941214243571,303.643417358398,458.98599395752,247.013062286377,238.23811340332,477.064239501953,274.421975453695,257.196296691895,376.283393859863,228.391757202148,226.775695800781,379.268127441406
"SPY173270","sec_sud_2","16.14098","-61.8644","2018-02-28",319.941214243571,303.643417358398,458.98599395752,247.013062286377,238.23811340332,477.064239501953,274.421975453695,257.196296691895,376.283393859863,228.391757202148,226.775695800781,379.268127441406
"SPY173278","st_rose","16.32673","-61.67195","2018-03-01",339.238214580829,318.674895804269,473.843953072684,273.026282610212,265.342066737584,477.600544084821,286.817266500564,274.542789350237,359.084888163975,249.071913768223,240.121558271136,388.369904872349
"SPY173279","st_rose","16.32673","-61.67195","2018-03-01",339.238214580829,318.674895804269,473.843953072684,273.026282610212,265.342066737584,477.600544084821,286.817266500564,274.542789350237,359.084888163975,249.071913768223,240.121558271136,388.369904872349
"SPY181920","lagon_faka","-16.500305","-145.447768","2018-06-18",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
"SPY181919","lagon_faka","-16.500305","-145.447768","2018-06-18",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
"SPY181941","lagon_faka","-16.500979","-145.449233","2018-06-18",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
"SPY181911","lagon_faka","-16.500383","-145.447721","2018-06-18",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
"SPY181533","lagon_faka","-16.500328","-145.44823","2018-06-19",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
"SPY181914","lagon_faka","-16.499774","-145.447065","2018-06-19",306.850339253743,299.487167358398,471.21902923584,170.827140045166,138.852020263672,519.173278808594,274.370639801025,235.673866271973,407.98060760498,160.667938232422,141.110443115234,409.493225097656
"SPY181832","lagon_faka","-16.500438","-145.447461","2018-06-19",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
"SPY181921","lagon_faka","-16.499381","-145.446963","2018-06-20",306.850339253743,299.487167358398,471.21902923584,170.827140045166,138.852020263672,519.173278808594,274.370639801025,235.673866271973,407.98060760498,160.667938232422,141.110443115234,409.493225097656
"SPY181916","lagon_faka","-16.500378","-145.447254","2018-06-20",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
"SPY181906","passe_faka_1","-16.515778","-145.463558","2018-06-21",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
"SPY181900","passe_faka_1","-16.516914","-145.462426","2018-06-21",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
"SPY181912","passe_faka_l","-16.5209","-145.459671","2018-06-22",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
"SPY181899","passe_faka_l","-16.5209","-145.459671","2018-06-22",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
"SPY181907","passe_faka_T","-16.5209","-145.459671","2018-06-22",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
"SPY181888","passe_faka_T","-16.5209","-145.459671","2018-06-22",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
"SPY181909","faka_profond_0","-16.531748","-145.455602","2018-06-24",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
"SPY181902","profond_faka_100m","-16.531748","-145.455602","2018-06-24",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
"SPY181896","profond_faka_50m","-16.531748","-145.455602","2018-06-24",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
"SPY181831","profond_2_faka_0m","-16.525988","-145.450593","2018-06-25",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
"SPY181886","profond_2_faka_0m","-16.525988","-145.450593","2018-06-25",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
"SPY181887","profond_faka_200m","-16.531748","-145.455602","2018-06-24",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
"SPY181895","profond_faka_150m","-16.531748","-145.455602","2018-06-24",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
"SPY181917","profond_2_faka_200m","-16.525988","-145.450593","2018-06-25",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
"SPY181536","profond_2_faka_100m","-16.525988","-145.450593","2018-06-25",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
"SPY181922","profond_2_faka_50m","-16.525988","-145.450593","2018-06-25",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
"SPY181885","faka_prof_2_150m","-16.525988","-145.450593","2018-06-25",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
"SPY181918","faka_prof_2_200m","-16.525988","-145.450593","2018-06-25",155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
