"code_spygen","station","latitude_start","longitude_start","X","pH_mean","pH_min","pH_max"
"SPY192826","atlantic_15","46.5962065","-1.9759778",120,8.12248229980469,8.09819793701172,8.14207363128662
"SPY180617","menorca_1","40.022395","3.790081",121,8.11400127410889,8.04636287689209,8.15851497650146
"SPY180606","menorca_1","40.022518","3.79002",122,8.11400127410889,8.04636287689209,8.15851497650146
"SPY180607","menorca_2","39.918649","3.830327",123,8.10831356048584,8.03780746459961,8.15742492675781
"SPY180616","menorca_2","39.918309","3.830632",124,8.10831356048584,8.03780746459961,8.15742492675781
"SPY180627","menorca_3","40.086845","4.070965",125,8.11400127410889,8.04636287689209,8.15851497650146
"SPY180611","menorca_3","40.088462","4.070868",126,8.11400127410889,8.04636287689209,8.15851497650146
"SPY180613","menorca_4","40.07145","4.096724",127,8.11400127410889,8.04636287689209,8.15851497650146
"SPY180621","menorca_4","40.071488","4.096939",128,8.11400127410889,8.04636287689209,8.15851497650146
"SPY180608","menorca_5","39.957735","4.285683",129,8.10831356048584,8.03780746459961,8.15742492675781
"SPY180626","menorca_5","39.957858","4.285778",130,8.10831356048584,8.03780746459961,8.15742492675781
"SPY180633","menorca_6","39.829577","4.303324",131,8.10831356048584,8.03780746459961,8.15742492675781
"SPY180631","menorca_6","39.829577","4.303324",131,8.10831356048584,8.03780746459961,8.15742492675781
"SPY180628","menorca_7","39.848846","4.160777",132,8.10831356048584,8.03780746459961,8.15742492675781
"SPY180632","menorca_7","39.848846","4.160777",132,8.10831356048584,8.03780746459961,8.15742492675781
"SPY180610","mallorca_1","39.771142","3.405029",133,8.10765647888184,8.03665828704834,8.15681934356689
"SPY180620","mallorca_1","39.771142","3.405029",133,8.10765647888184,8.03665828704834,8.15681934356689
"SPY180614","mallorca_2","39.786777","3.323661",134,8.10765647888184,8.03665828704834,8.15681934356689
"SPY180615","mallorca_2","39.786777","3.323661",134,8.10765647888184,8.03665828704834,8.15681934356689
"SPY180619","mallorca_3","39.746475","3.468065",135,8.10765647888184,8.03665828704834,8.15681934356689
"SPY180623","mallorca_3","39.746475","3.468065",135,8.10765647888184,8.03665828704834,8.15681934356689
"SPY180609","mallorca_4","39.689585","3.474012",136,8.10765647888184,8.03665828704834,8.15681934356689
"SPY180618","mallorca_4","39.688479","3.471091",137,8.10765647888184,8.03665828704834,8.15681934356689
"SPY180928","banyuls18_1","42.349021","3.203946",138,8.11983346939087,8.06622290611267,8.15323090553284
"SPY180929","banyuls18_1","42.349021","3.203946",138,8.11983346939087,8.06622290611267,8.15323090553284
"SPY180926","banyuls18_2","42.401302","3.171352",139,8.11983346939087,8.06622290611267,8.15323090553284
"SPY180931","banyuls18_2","42.401302","3.171352",139,8.11983346939087,8.06622290611267,8.15323090553284
"SPY180927","banyuls18_3","42.460386","3.167352",140,8.11983346939087,8.06622290611267,8.15323090553284
"SPY180930","banyuls18_3","42.460386","3.167352",140,8.11983346939087,8.06622290611267,8.15323090553284
"SPY180933","banyuls18_4","42.517347","3.13962",141,8.12223243713379,8.07421016693115,8.15128993988037
"SPY180935","banyuls18_4","42.517347","3.13962",141,8.12223243713379,8.07421016693115,8.15128993988037
"SPY180936","banyuls18_5","42.570987","3.0496",142,8.12223243713379,8.07421016693115,8.15128993988037
"SPY180937","banyuls18_5","42.570987","3.0496",142,8.12223243713379,8.07421016693115,8.15128993988037
"SPY181147","calvi_1","42.58508","8.725903",143,8.11794424057007,8.05901074409485,8.15142154693604
"SPY181160","calvi_1","42.58508","8.725903",143,8.11794424057007,8.05901074409485,8.15142154693604
"SPY181150","calvi_1","42.577371","8.709377",144,8.11794424057007,8.05901074409485,8.15142154693604
"SPY181149","calvi_1","42.577371","8.709377",144,8.11794424057007,8.05901074409485,8.15142154693604
"SPY181152","calvi_2","42.584973","8.80077",145,8.11794424057007,8.05901074409485,8.15142154693604
"SPY181154","calvi_2","42.584973","8.80077",145,8.11794424057007,8.05901074409485,8.15142154693604
"SPY181158","calvi_2","42.592608","8.810375",146,8.11794424057007,8.05901074409485,8.15142154693604
"SPY180932","calvi_2","42.592608","8.810375",146,8.11794424057007,8.05901074409485,8.15142154693604
"SPY181157","calvi_3","42.607429","8.840922",147,8.11794424057007,8.05901074409485,8.15142154693604
"SPY181156","calvi_3","42.607429","8.840922",147,8.11794424057007,8.05901074409485,8.15142154693604
"SPY181148","calvi_3","42.609901","8.860081",148,8.11794424057007,8.05901074409485,8.15142154693604
"SPY181159","calvi_3","42.609901","8.860081",148,8.11794424057007,8.05901074409485,8.15142154693604
"SPY181146","calvi_4","42.629439","8.879176",149,8.11794424057007,8.05901074409485,8.15142154693604
"SPY180624","calvi_4","42.629439","8.879176",149,8.11794424057007,8.05901074409485,8.15142154693604
"SPY181155","calvi_4","42.628935","8.898822",150,8.11794424057007,8.05901074409485,8.15142154693604
"SPY181151","calvi_4","42.628935","8.898822",150,8.11794424057007,8.05901074409485,8.15142154693604
"SPY181713","carry_le_rouet_1","43.328101","5.169124",151,8.12219929695129,8.07568693161011,8.14978957176208
"SPY181702","carry_le_rouet_1","43.328101","5.169124",151,8.12219929695129,8.07568693161011,8.14978957176208
"SPY181705","carry_le_rouet_1","43.326564","5.162342",152,8.12219929695129,8.07568693161011,8.14978957176208
"SPY181707","carry_le_rouet_1","43.326564","5.162342",152,8.12219929695129,8.07568693161011,8.14978957176208
"SPY181709","carry_le_rouet_2","43.331557","5.243485",153,8.121728515625,8.07362899780273,8.14980201721191
"SPY181712","carry_le_rouet_2","43.331557","5.243485",153,8.121728515625,8.07362899780273,8.14980201721191
"SPY181714","carry_le_rouet_2","43.328215","5.228154",154,8.121728515625,8.07362899780273,8.14980201721191
"SPY181711","carry_le_rouet_2","43.328215","5.228154",154,8.121728515625,8.07362899780273,8.14980201721191
"SPY181710","carry_le_rouet_3","43.346751","5.27374",155,8.12121756871541,8.07222541173299,8.14988406499227
"SPY181704","carry_le_rouet_3","43.346751","5.27374",155,8.12121756871541,8.07222541173299,8.14988406499227
"SPY181706","carry_le_rouet_3","43.357043","5.28961",156,8.121728515625,8.07362899780273,8.14980201721191
"SPY181703","carry_le_rouet_3","43.357043","5.28961",156,8.121728515625,8.07362899780273,8.14980201721191
"SPY181818","porquerolles_1","42.996874","6.247296",157,8.12187957763672,8.07500743865967,8.14810848236084
"SPY181819","porquerolles_1","42.996874","6.247296",157,8.12187957763672,8.07500743865967,8.14810848236084
"SPY181812","porquerolles_1","42.993934","6.231181",158,8.12187957763672,8.07500743865967,8.14810848236084
"SPY181153","porquerolles_1","42.993934","6.231181",158,8.12187957763672,8.07500743865967,8.14810848236084
"SPY181816","porquerolles_2","42.989867","6.19165",159,8.12187957763672,8.07500743865967,8.14810848236084
"SPY181813","porquerolles_2","42.989867","6.19165",159,8.12187957763672,8.07500743865967,8.14810848236084
"SPY181826","porquerolles_2","42.994923","6.178013",160,8.12187957763672,8.07500743865967,8.14810848236084
"SPY181808","porquerolles_2","42.994923","6.178013",160,8.12187957763672,8.07500743865967,8.14810848236084
"SPY181825","porquerolles_3","43.009209","6.184702",161,8.11965315682547,8.06727504730225,8.14989825657436
"SPY181815","porquerolles_3","43.009209","6.184702",161,8.11965315682547,8.06727504730225,8.14989825657436
"SPY181809","porquerolles_3","43.009663","6.172318",162,8.11965315682547,8.06727504730225,8.14989825657436
"SPY181821","porquerolles_3","43.009663","6.172318",162,8.11965315682547,8.06727504730225,8.14989825657436
"SPY181830","cap_roux_1","43.453856","6.922852",163,8.11896443367004,8.06445121765137,8.14971613883972
"SPY181829","cap_roux_1","43.453856","6.922852",163,8.11896443367004,8.06445121765137,8.14971613883972
"SPY181810","cap_roux_1","43.460438","6.923639",164,8.11896443367004,8.06445121765137,8.14971613883972
"SPY181814","cap_roux_1","43.460438","6.923639",164,8.11896443367004,8.06445121765137,8.14971613883972
"SPY181820","cap_roux_2","43.427908","6.88989",165,8.11896443367004,8.06445121765137,8.14971613883972
"SPY181811","cap_roux_2","43.427908","6.88989",165,8.11896443367004,8.06445121765137,8.14971613883972
"SPY180634","cap_roux_2","43.427372","6.88044",166,8.11896443367004,8.06445121765137,8.14971613883972
"SPY180934","cap_roux_2","43.427372","6.88044",166,8.11896443367004,8.06445121765137,8.14971613883972
"SPY180635","cap_roux_3","43.417858","6.829228",167,8.11896443367004,8.06445121765137,8.14971613883972
"SPY180630","cap_roux_3","43.417858","6.829228",167,8.11896443367004,8.06445121765137,8.14971613883972
"SPY181822","cap_roux_3","43.414792","6.8148",168,8.11896443367004,8.06445121765137,8.14971613883972
"SPY181823","cap_roux_3","43.414792","6.8148",168,8.11896443367004,8.06445121765137,8.14971613883972
"SPY182540","banyuls19_1","42.461737","3.161565",169,8.11983346939087,8.06622290611267,8.15323090553284
"SPY182542","banyuls19_1","42.461737","3.161565",169,8.11983346939087,8.06622290611267,8.15323090553284
"SPY182168","banyuls19_1","42.468838","3.159013",170,8.11983346939087,8.06622290611267,8.15323090553284
"SPY181975","banyuls19_1","42.468482","3.159341",171,8.11983346939087,8.06622290611267,8.15323090553284
"SPY182160","banyuls19_2","42.423661","3.169849",172,8.11983346939087,8.06622290611267,8.15323090553284
"SPY182155","banyuls19_2","42.423661","3.169849",172,8.11983346939087,8.06622290611267,8.15323090553284
"SPY182544","banyuls19_2","42.409949","3.163444",173,8.11983346939087,8.06622290611267,8.15323090553284
"SPY182543","banyuls19_2","42.409949","3.163444",173,8.11983346939087,8.06622290611267,8.15323090553284
"SPY181827","banyuls19_3","42.359825","3.166933",174,8.11983346939087,8.06622290611267,8.15323090553284
"SPY181817","banyuls19_3","42.359825","3.166933",174,8.11983346939087,8.06622290611267,8.15323090553284
"SPY182546","banyuls19_3","42.351981","3.187986",175,8.11983346939087,8.06622290611267,8.15323090553284
"SPY182545","banyuls19_3","42.351981","3.187986",175,8.11983346939087,8.06622290611267,8.15323090553284
"SPY181890","baie _de_villefranche","43.689708","7.309035",176,8.12022185325623,8.06452965736389,8.15144491195679
"SPY181511","baie _de_villefranche","43.689708","7.309035",176,8.12022185325623,8.06452965736389,8.15144491195679
"SPY180785","baie _de_villefranche","43.689708","7.309035",176,8.12022185325623,8.06452965736389,8.15144491195679
"SPY181893","baie _de_villefranche","43.689708","7.309035",176,8.12022185325623,8.06452965736389,8.15144491195679
"SPY192321","banc_de_magaud","43.056244","6.673749",177,8.11961539586385,8.06735897064209,8.14949830373128
"SPY190608","banc_de_magaud","43.056244","6.673749",177,8.11961539586385,8.06735897064209,8.14949830373128
"SPY192290","banc_de_magaud","43.056244","6.673749",177,8.11961539586385,8.06735897064209,8.14949830373128
"SPY190603","beach_rock_cassis_1","43.17588","5.40324",178,8.12121756871541,8.07222541173299,8.14988406499227
"SPY190600","beach_rock_cassis_2","43.16821","5.5495",179,8.12121756871541,8.07222541173299,8.14988406499227
"SPY190566","beach_rock_cassis_3","43.169","5.54909",180,8.12121756871541,8.07222541173299,8.14988406499227
"SPY190594","beach_rock_cassis_4","43.16862","5.54848",181,8.12121756871541,8.07222541173299,8.14988406499227
"SPY192281","beach_rock_cassis_5","43.1679","5.54591",182,8.12121756871541,8.07222541173299,8.14988406499227
"SPY192286","beach_rock_cassis_5","43.1679","5.54591",182,8.12121756871541,8.07222541173299,8.14988406499227
"SPY192315","beach_rock_cassis_5","43.16812","5.54567",183,8.12121756871541,8.07222541173299,8.14988406499227
"SPY192322","beach_rock_cassis_6","43.16803","5.545709",184,8.12121756871541,8.07222541173299,8.14988406499227
"SPY192313","beach_rock_cassis_6","43.16803","5.545709",184,8.12121756871541,8.07222541173299,8.14988406499227
"SPY192304","beach_rock_cassis_6","43.16803","5.545709",184,8.12121756871541,8.07222541173299,8.14988406499227
"SPY181884","cap_de_nice_1","43.687017","7.308539",185,8.12022185325623,8.06452965736389,8.15144491195679
"SPY180765","cap_de_nice_1","43.687017","7.308539",185,8.12022185325623,8.06452965736389,8.15144491195679
"SPY181894","cap_de_nice_1","43.686972","7.30875",186,8.12022185325623,8.06452965736389,8.15144491195679
"SPY181910","cap_de_nice_1","43.686972","7.30875",186,8.12022185325623,8.06452965736389,8.15144491195679
"SPY180767","cap_de_nice_2","43.68388","7.29903",187,8.12022185325623,8.06452965736389,8.15144491195679
"SPY180763","cap_de_nice_3","43.666033","7.252058",188,8.12022185325623,8.06452965736389,8.15144491195679
"SPY181904","cap_de_nice_4","43.666033","7.252058",188,8.12022185325623,8.06452965736389,8.15144491195679
"SPY181502","cap_de_nice_5","43.68275","7.299033",189,8.12022185325623,8.06452965736389,8.15144491195679
"SPY180764","cap_de_nice_6","43.684542","7.299424",190,8.12022185325623,8.06452965736389,8.15144491195679
"SPY190607","cap_lardier_1","43.15886","6.62046",191,8.11961539586385,8.06735897064209,8.14949830373128
"SPY192291","cap_lardier_1","43.15886","6.62046",191,8.11961539586385,8.06735897064209,8.14949830373128
"SPY190558","cap_lardier_1","43.15891","6.6205",192,8.11961539586385,8.06735897064209,8.14949830373128
"SPY192296","cap_lardier_2","43.1528","6.61624",193,8.11961539586385,8.06735897064209,8.14949830373128
"SPY190602","cap_lardier_2","43.15268","6.61693",194,8.11961539586385,8.06735897064209,8.14949830373128
"SPY190601","cap_lardier_2","43.15025","6.6168",195,8.11961539586385,8.06735897064209,8.14949830373128
"SPY190551","cap_lardier_2","43.14991","6.61595",196,8.11961539586385,8.06735897064209,8.14949830373128
"SPY190598","cap_lardier_2","43.14817","6.62024",197,8.11961539586385,8.06735897064209,8.14949830373128
"SPY192319","cap_lardier_3","43.150888","6.617996",198,8.11961539586385,8.06735897064209,8.14949830373128
"SPY190596","cap_lardier_3","43.150888","6.617996",198,8.11961539586385,8.06735897064209,8.14949830373128
"SPY192288","cap_lardier_3","43.150888","6.617996",198,8.11961539586385,8.06735897064209,8.14949830373128
"SPY192287","cap_negre_1","43.14227","6.43833",199,8.11961539586385,8.06735897064209,8.14949830373128
"SPY192282","cap_negre_1","43.14227","6.43833",199,8.11961539586385,8.06735897064209,8.14949830373128
"SPY192294","cap_negre_1","43.14227","6.43833",199,8.11961539586385,8.06735897064209,8.14949830373128
"SPY192295","cap_negre_2","43.134424","6.428435",200,8.11961539586385,8.06735897064209,8.14949830373128
"SPY192283","cap_negre_2","43.134424","6.428435",200,8.11961539586385,8.06735897064209,8.14949830373128
"SPY192311","cap_negre_2","43.134424","6.428435",200,8.11961539586385,8.06735897064209,8.14949830373128
"SPY192284","goude","43.23291","5.35105",201,8.12121756871541,8.07222541173299,8.14988406499227
"SPY192320","goude","43.2175","5.34561",202,8.12121756871541,8.07222541173299,8.14988406499227
"SPY192308","goude","43.2323","5.349935",203,8.12121756871541,8.07222541173299,8.14988406499227
"SPY192285","goude","43.21732","5.34549",204,8.12121756871541,8.07222541173299,8.14988406499227
"SPY192314","imperiaux_1","43.17606","5.40356",205,8.12121756871541,8.07222541173299,8.14988406499227
"SPY192309","imperiaux_1","43.17588","5.40324",178,8.12121756871541,8.07222541173299,8.14988406499227
"SPY192289","imperiaux_2","43.17492","5.39804",206,8.12121756871541,8.07222541173299,8.14988406499227
"SPY192280","imperiaux_2","43.17492","5.39804",206,8.12121756871541,8.07222541173299,8.14988406499227
"SPY192312","imperiaux_2","43.18036","5.37254",207,8.12121756871541,8.07222541173299,8.14988406499227
"SPY192305","imperiaux_2","43.18036","5.37254",207,8.12121756871541,8.07222541173299,8.14988406499227
"SPY192279","marseille","43.269","5.36633",208,8.12121756871541,8.07222541173299,8.14988406499227
"SPY192323","marseille","43.28088","5.34636",209,8.12121756871541,8.07222541173299,8.14988406499227
"SPY192306","marseille","43.269","5.3672",210,8.12121756871541,8.07222541173299,8.14988406499227
"SPY192316","marseille","43.27953","5.34951",211,8.12121756871541,8.07222541173299,8.14988406499227
"SPY182541","tombant_americain","43.681816","7.302233",212,8.12022185325623,8.06452965736389,8.15144491195679
"SPY182040","tombant_americain","43.681816","7.302233",212,8.12022185325623,8.06452965736389,8.15144491195679
"SPY192299","tombant_americain","43.681816","7.302233",212,8.12022185325623,8.06452965736389,8.15144491195679
"SPY181060","LENG002","-4.11588","132.97463",213,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181049","LENG002","-4.11588","132.97463",213,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181059","LENG003","-4.11785","133.01915",214,8.0633659362793,8.04835987091064,8.08078479766846
"SPY180180","LENG003","-4.11785","133.01915",214,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181021","LENG004","-4.11746","133.02032",215,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181047","LENG004","-4.11746","133.02032",215,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181020","LENG005","-4.06037","133.05912",216,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181017","LENG005","-4.06037","133.05912",216,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181018","LENG006","-4.11746","133.02032",215,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181022","LENG006","-4.11746","133.02032",215,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181026","LENG007","-4.12453","132.97571",217,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181019","LENG007","-4.12453","132.97571",217,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181028","LENG008","-4.13307","132.97514",218,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181015","LENG008","-4.13307","132.97514",218,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181027","LENG009","-4.13307","132.97514",218,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181023","LENG009","-4.13307","132.97514",218,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181016","LENG010","-4.13565","132.97421",219,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181014","LENG010","-4.13565","132.97421",219,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181025","LENG011","-4.12602","132.9769",220,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181024","LENG011","-4.12602","132.9769",220,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181012","LENG012","-4.08471","132.91273",221,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181013","LENG012","-4.08471","132.91273",221,8.0633659362793,8.04835987091064,8.08078479766846
"SPY180181","LENG013","-4.32327","133.50134",222,8.0691442489624,8.05161762237549,8.086745262146
"SPY180182","LENG013","-4.32327","133.50134",222,8.0691442489624,8.05161762237549,8.086745262146
"SPY181057","LENG014","-4.32135","133.49826",223,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181044","LENG014","-4.32135","133.49826",223,8.0633659362793,8.04835987091064,8.08078479766846
"SPY180183","LENG015","-4.32225","133.49443",224,8.0633659362793,8.04835987091064,8.08078479766846
"SPY180184","LENG015","-4.32225","133.49443",224,8.0633659362793,8.04835987091064,8.08078479766846
"SPY180984","LENG016","-4.33406","133.50023",225,8.0691442489624,8.05161762237549,8.086745262146
"SPY180970","LENG016","-4.33406","133.50023",225,8.0691442489624,8.05161762237549,8.086745262146
"SPY181050","LENG017","-4.33682","133.4866",226,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181052","LENG017","-4.33682","133.4866",226,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181056","LENG018","-3.90609","134.03523",227,8.07530422210693,8.05949230194092,8.09256229400635
"SPY180971","LENG018","-3.90609","134.03523",227,8.07530422210693,8.05949230194092,8.09256229400635
"SPY180991","LENG019","-3.90622","134.03543",228,8.07530422210693,8.05949230194092,8.09256229400635
"SPY181040","LENG019","-3.90622","134.03543",228,8.07530422210693,8.05949230194092,8.09256229400635
"SPY180185","LENG020","-3.90981","134.0777",229,8.07530422210693,8.05949230194092,8.09256229400635
"SPY180186","LENG020","-3.90981","134.0777",229,8.07530422210693,8.05949230194092,8.09256229400635
"SPY180990","LENG021","-3.90956","134.07967",230,8.07530422210693,8.05949230194092,8.09256229400635
"SPY181008","LENG021","-3.90956","134.07967",230,8.07530422210693,8.05949230194092,8.09256229400635
"SPY181054","LENG022","-3.90956","134.07967",230,8.07530422210693,8.05949230194092,8.09256229400635
"SPY180992","LENG022","-3.90956","134.07967",230,8.07530422210693,8.05949230194092,8.09256229400635
"SPY180170","LENG023","-3.72099","134.09822",231,8.0714594523112,8.05513191223145,8.08918857574463
"SPY180171","LENG023","-3.72398","134.10167",232,8.0714594523112,8.05513191223145,8.08918857574463
"SPY181053","LENG024","-3.79458","134.12033",233,8.07592415809631,8.05964970588684,8.09299683570862
"SPY180988","LENG024","-3.79458","134.12033",233,8.07592415809631,8.05964970588684,8.09299683570862
"SPY181055","LENG025","-3.79458","134.12033",233,8.07592415809631,8.05964970588684,8.09299683570862
"SPY180975","LENG025","-3.79458","134.12033",233,8.07592415809631,8.05964970588684,8.09299683570862
"SPY180972","LENG026","-3.77847","134.1613",234,8.07592415809631,8.05964970588684,8.09299683570862
"SPY181000","LENG026","-3.77847","134.1613",234,8.07592415809631,8.05964970588684,8.09299683570862
"SPY180981","LENG027","-3.77903","134.16254",235,8.07592415809631,8.05964970588684,8.09299683570862
"SPY181046","LENG027","-3.77903","134.16254",235,8.07592415809631,8.05964970588684,8.09299683570862
"SPY181041","LENG028","-3.8319","134.09264",236,8.07592415809631,8.05964970588684,8.09299683570862
"SPY180989","LENG028","-3.8319","134.09264",236,8.07592415809631,8.05964970588684,8.09299683570862
"SPY180999","LENG029","-3.8319","134.09264",236,8.07592415809631,8.05964970588684,8.09299683570862
"SPY180993","LENG029","-3.8319","134.09264",236,8.07592415809631,8.05964970588684,8.09299683570862
"SPY181033","LENG030","-4.01173","134.20171",237,8.0691442489624,8.05161762237549,8.086745262146
"SPY181031","LENG030","-4.01173","134.20171",237,8.0691442489624,8.05161762237549,8.086745262146
"SPY181061","LENG031","-4.01173","134.20171",237,8.0691442489624,8.05161762237549,8.086745262146
"SPY181051","LENG031","-4.01173","134.20171",237,8.0691442489624,8.05161762237549,8.086745262146
"SPY181064","LENG032","-4.01173","134.20171",237,8.0691442489624,8.05161762237549,8.086745262146
"SPY180986","LENG032","-4.01173","134.20171",237,8.0691442489624,8.05161762237549,8.086745262146
"SPY181048","LENG033","-4.03573","134.48901",238,8.0691442489624,8.05161762237549,8.086745262146
"SPY181006","LENG033","-4.03573","134.48901",238,8.0691442489624,8.05161762237549,8.086745262146
"SPY180982","LENG034","-4.03573","134.48901",238,8.0691442489624,8.05161762237549,8.086745262146
"SPY181038","LENG034","-4.03573","134.48901",238,8.0691442489624,8.05161762237549,8.086745262146
"SPY180985","LENG035","-4.03573","134.48901",238,8.0691442489624,8.05161762237549,8.086745262146
"SPY181035","LENG035","-4.03573","134.48901",238,8.0691442489624,8.05161762237549,8.086745262146
"SPY180172","LENG036","-3.93996","134.74069",239,8.07592415809631,8.05964970588684,8.09299683570862
"SPY180173","LENG036","-3.94102","134.74156",240,8.07592415809631,8.05964970588684,8.09299683570862
"SPY181062","LENG037","-4.03521","134.28719",241,8.0691442489624,8.05161762237549,8.086745262146
"SPY181063","LENG037","-4.03521","134.28719",241,8.0691442489624,8.05161762237549,8.086745262146
"SPY181011","LENG038","-4.03521","134.28719",241,8.0691442489624,8.05161762237549,8.086745262146
"SPY181058","LENG038","-4.03521","134.28719",241,8.0691442489624,8.05161762237549,8.086745262146
"SPY181002","LENG039","-4.03521","134.28719",241,8.0691442489624,8.05161762237549,8.086745262146
"SPY181043","LENG039","-4.03521","134.28719",241,8.0691442489624,8.05161762237549,8.086745262146
"SPY180983","LENG040","-3.77537","134.20151",242,8.07592415809631,8.05964970588684,8.09299683570862
"SPY181039","LENG040","-3.77537","134.20151",242,8.07592415809631,8.05964970588684,8.09299683570862
"SPY181037","LENG041","-4.06772","133.03728",243,8.0633659362793,8.04835987091064,8.08078479766846
"SPY180987","LENG041","-4.06772","133.03728",243,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181007","LENG042","-4.06683","133.03258",244,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181036","LENG042","-4.06683","133.03258",244,8.0633659362793,8.04835987091064,8.08078479766846
"SPY180174","LENG043","-4.06683","133.03258",244,8.0633659362793,8.04835987091064,8.08078479766846
"SPY180175","LENG044","-4.06837","133.03748",245,8.0633659362793,8.04835987091064,8.08078479766846
"SPY181003","LENG045","-3.93609","132.80188",246,8.06589531898499,8.05187523365021,8.08183264732361
"SPY181045","LENG045","-3.93609","132.80188",246,8.06589531898499,8.05187523365021,8.08183264732361
"SPY180974","LENG046","-3.93609","132.80188",246,8.06589531898499,8.05187523365021,8.08183264732361
"SPY180187","LENG046","-3.93609","132.80188",246,8.06589531898499,8.05187523365021,8.08183264732361
"SPY180976","LENG046","-3.93609","132.80188",246,8.06589531898499,8.05187523365021,8.08183264732361
"SPY181001","LENG047","-3.93609","132.80188",246,8.06589531898499,8.05187523365021,8.08183264732361
"SPY181010","LENG047","-3.93609","132.80188",246,8.06589531898499,8.05187523365021,8.08183264732361
"SPY180995","LENG048","-3.93424","132.78685",247,8.06589531898499,8.05187523365021,8.08183264732361
"SPY180980","LENG048_temoin",NA,NA,NA,NA,NA,NA
"SPY181042","LENG048","-3.93424","132.78685",247,8.06589531898499,8.05187523365021,8.08183264732361
"SPY181009","LENG048_temoin",NA,NA,NA,NA,NA,NA
"SPY180979","LENG049","-3.93543","132.76505",248,8.063613482884,8.04994051797049,8.07923221588135
"SPY180996","LENG049","-3.93543","132.76505",248,8.063613482884,8.04994051797049,8.07923221588135
"SPY180188","LENG050","-3.92841","132.82257",249,8.06589531898499,8.05187523365021,8.08183264732361
"SPY180189","LENG050","-3.92841","132.82257",249,8.06589531898499,8.05187523365021,8.08183264732361
"SPY180176","LENG051","-3.22096","133.67038",250,8.06321652730306,8.04876295725504,8.07873090108236
"SPY180177","LENG051","-3.22096","133.67038",250,8.06321652730306,8.04876295725504,8.07873090108236
"SPY180178","LENG052","-3.30699","133.66507",251,8.06321652730306,8.04876295725504,8.07873090108236
"SPY180179","LENG052","-3.30699","133.66507",251,8.06321652730306,8.04876295725504,8.07873090108236
"SPY181005","LENG053","-2.99063","131.93184",252,8.05860958099365,8.04597682952881,8.07205104827881
"SPY180973","LENG053","-2.99063","131.93184",252,8.05860958099365,8.04597682952881,8.07205104827881
"SPY181004","LENG054","-3.00112","131.93817",253,8.05713939666748,8.046311378479,8.06866264343262
"SPY181030","LENG054","-3.00112","131.93817",253,8.05713939666748,8.046311378479,8.06866264343262
"SPY180978","LENG055","-2.65144","131.60634",254,8.05554374059041,8.04397058486938,8.06713438034058
"SPY180998","LENG055","-2.65144","131.60634",254,8.05554374059041,8.04397058486938,8.06713438034058
"SPY180994","LENG056","-2.67144","131.59814",255,8.05554374059041,8.04397058486938,8.06713438034058
"SPY181032","LENG056","-2.67144","131.59814",255,8.05554374059041,8.04397058486938,8.06713438034058
"SPY181029","LENG057","-0.95288","130.60258",256,8.04930973052979,8.04170894622803,8.05646896362305
"SPY181034","LENG057","-0.95288","130.60258",256,8.04930973052979,8.04170894622803,8.05646896362305
"SPY180997","LENG058","-0.95288","130.60258",256,8.04930973052979,8.04170894622803,8.05646896362305
"SPY180977","LENG058","-0.95288","130.60258",256,8.04930973052979,8.04170894622803,8.05646896362305
"SPY191038","NOUMEA_BAIE","-22.22650001","166.368821",257,8.09795379638672,8.06816850389753,8.12446335383824
"SPY191033","NOUMEA_BAIE","-22.21940196","166.369674",258,8.09795379638672,8.06816850389753,8.12446335383824
"SPY191025","NOUMEA_BAIE","-22.22150599","166.379831",259,8.09795379638672,8.06816850389753,8.12446335383824
"SPY190484","NOUMEA_LAGON","-22.29461798","166.366385",260,8.09795379638672,8.06816850389753,8.12446335383824
"SPY190479","NOUMEA_LAGON","-22.29926499","166.36528",261,8.09795379638672,8.06816850389753,8.12446335383824
"SPY190459","NOUMEA_LAGON","-22.28809602","166.356277",262,8.09795379638672,8.06816850389753,8.12446335383824
