"code_spygen","station","latitude_start","longitude_start","X","pH_mean","pH_min","pH_max"
"SPY173253","riviere_salee","16.2552","-61.54755",44,8.07632827758789,8.06336879730225,8.09198188781738
"SPY173254","riviere_salee","16.2552","-61.54755",44,8.07632827758789,8.06336879730225,8.09198188781738
"SPY173255","sec_nord","16.24518","-61.87116",45,8.07632827758789,8.06336879730225,8.09198188781738
"SPY173256","sec_nord","16.24518","-61.87116",45,8.07632827758789,8.06336879730225,8.09198188781738
"SPY173257","sec_sud_1","16.15732","-61.87493",46,8.07632827758789,8.06336879730225,8.09198188781738
"SPY173258","sec_sud_1","16.15732","-61.87493",46,8.07632827758789,8.06336879730225,8.09198188781738
"SPY173269","sec_sud_2","16.14098","-61.8644",47,8.07632827758789,8.06336879730225,8.09198188781738
"SPY173270","sec_sud_2","16.14098","-61.8644",47,8.07632827758789,8.06336879730225,8.09198188781738
"SPY173278","st_rose","16.32673","-61.67195",48,8.07632827758789,8.06336879730225,8.09198188781738
"SPY173279","st_rose","16.32673","-61.67195",48,8.07632827758789,8.06336879730225,8.09198188781738
"SPY181920","lagon_faka","-16.500305","-145.447768",49,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181919","lagon_faka","-16.500305","-145.447768",49,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181941","lagon_faka","-16.500979","-145.449233",50,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181911","lagon_faka","-16.500383","-145.447721",51,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181533","lagon_faka","-16.500328","-145.44823",52,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181914","lagon_faka","-16.499774","-145.447065",53,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181832","lagon_faka","-16.500438","-145.447461",54,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181921","lagon_faka","-16.499381","-145.446963",55,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181916","lagon_faka","-16.500378","-145.447254",56,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181906","passe_faka_1","-16.515778","-145.463558",57,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181900","passe_faka_1","-16.516914","-145.462426",58,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181912","passe_faka_l","-16.5209","-145.459671",59,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181899","passe_faka_l","-16.5209","-145.459671",59,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181907","passe_faka_T","-16.5209","-145.459671",59,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181888","passe_faka_T","-16.5209","-145.459671",59,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181909","faka_profond_0","-16.531748","-145.455602",60,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181902","profond_faka_100m","-16.531748","-145.455602",60,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181896","profond_faka_50m","-16.531748","-145.455602",60,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181831","profond_2_faka_0m","-16.525988","-145.450593",61,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181886","profond_2_faka_0m","-16.525988","-145.450593",61,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181887","profond_faka_200m","-16.531748","-145.455602",60,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181895","profond_faka_150m","-16.531748","-145.455602",60,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181917","profond_2_faka_200m","-16.525988","-145.450593",61,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181536","profond_2_faka_100m","-16.525988","-145.450593",61,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181922","profond_2_faka_50m","-16.525988","-145.450593",61,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181885","faka_prof_2_150m","-16.525988","-145.450593",61,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181918","faka_prof_2_200m","-16.525988","-145.450593",61,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181905","faka_prof_2_150m","-16.525988","-145.450593",61,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181892","faka_prof_2_100m","-16.525988","-145.450593",61,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181915","faka_prof_2_50m","-16.525988","-145.450593",61,8.05819892883301,8.04648780822754,8.07014083862305
"SPY181512","estuaire_rio_don_diego_1","11.26593","-73.69206",62,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181518","estuaire_rio_don_diego_1","11.26593","-73.69206",62,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181506","estuaire_rio_don_diego_2","11.2668","-73.702106",63,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181520","estuaire_rio_don_diego_2","11.2668","-73.702106",63,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181517","estuaire_rio_don_diego_3","11.266771","-73.641601",64,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181498","estuaire_rio_don_diego_3","11.266771","-73.641601",64,8.06796836853027,8.0601749420166,8.07413768768311
"SPY182539","rio_don_diego1","11.257738","-73.704129",65,8.06796836853027,8.0601749420166,8.07413768768311
"SPY182538","rio_don_diego1","11.257738","-73.704129",65,8.06796836853027,8.0601749420166,8.07413768768311
"SPY182537","rio_don_diego2","11.242452","-73.69688",66,8.06796836853027,8.0601749420166,8.07413768768311
"SPY182535","rio_don_diego2","11.242452","-73.69688",66,8.06796836853027,8.0601749420166,8.07413768768311
"SPY182534","rio_don_diego3","11.226491","-73.697869",67,8.06796836853027,8.0601749420166,8.07413768768311
"SPY182536","rio_don_diego3","11.226491","-73.697869",67,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181519","santamarta_deep1_53m","11.312972","-73.780055",68,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181531","santamarta_deep1_35m","11.312972","-73.780055",68,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181513","santamarta_deep1_0m","11.312972","-73.780055",68,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181521","santamarta_deep2_115m","11.347639","-73.766667",69,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181523","santamarta_deep2_0m","11.347639","-73.766667",69,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181527","santamarta_deep2_58m","11.347639","-73.766667",69,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181508","tayrona_camera_1","11.337649","-74.110443",70,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181538","tayrona_camera_1","11.337649","-74.110443",70,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181515","tayrona_camera_1","11.337649","-74.110443",70,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181525","tayrona_camera_1","11.337649","-74.110443",70,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181501","tayrona_camera_1","11.337649","-74.110443",70,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181514","tayrona_camera_1","11.337649","-74.110443",70,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181500","tayrona_camera_2","11.328275","-74.114845",71,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181516","tayrona_camera_2","11.328275","-74.114845",71,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181499","tayrona_saturation_1","11.330775","-74.116304",72,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181539","tayrona_saturation_1","11.330775","-74.116304",72,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181503","tayrona_saturation_2","11.340723","-74.112103",73,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181530","tayrona_saturation_2","11.340723","-74.112103",73,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181903","tayrona_saturation_2","11.341963","-74.112686",74,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181534","tayrona_saturation_2","11.341963","-74.112686",74,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181889","tayrona_camera_2","11.326676","-74.114275",75,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181891","tayrona_camera_2","11.326676","-74.114275",75,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181540","tayrona_saturation_1","11.330174","-74.115761",76,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181504","tayrona_saturation_1","11.330174","-74.115761",76,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181505","tayrona_camera_2","11.328421","-74.114296",77,8.06796836853027,8.0601749420166,8.07413768768311
"SPY181509","tayrona_camera_2","11.328421","-74.114296",77,8.06796836853027,8.0601749420166,8.07413768768311
"SPY190618","taaf_station","-22.33944","40.33886",78,8.08589649200439,8.06025409698486,8.10802459716797
"SPY181897","taaf_station","-22.33944","40.33886",78,8.08589649200439,8.06025409698486,8.10802459716797
"SPY181529","europa_distance_0m","-22.33281","40.35581",79,8.08589649200439,8.06025409698486,8.10802459716797
"SPY180771","europa_distance_0m","-22.33281","40.35581",79,8.08589649200439,8.06025409698486,8.10802459716797
"SPY180766","europa_distance_50m","-22.33078","40.36129",80,8.08589649200439,8.06025409698486,8.10802459716797
"SPY181720","europa_distance_50m","-22.33078","40.36129",80,8.08589649200439,8.06025409698486,8.10802459716797
"SPY181522","europa_distance_300m","-22.32652","40.36433",81,8.08589649200439,8.06025409698486,8.10802459716797
"SPY190611","europa_distance_300m","-22.32652","40.36433",81,8.08589649200439,8.06025409698486,8.10802459716797
"SPY190610","europa_distance_600m","-22.32454","40.36156",82,8.08589649200439,8.06025409698486,8.10802459716797
"SPY181510","europa_distance_600m","-22.32454","40.36156",82,8.08589649200439,8.06025409698486,8.10802459716797
"SPY181507","europa_300m_surface","-22.33752","40.39666",83,8.08589649200439,8.06025409698486,8.10802459716797
"SPY190620","europa_300m_50m","-22.33752","40.39666",83,8.08589649200439,8.06025409698486,8.10802459716797
"SPY180761","europa_300m_100m","-22.33752","40.39666",83,8.08589649200439,8.06025409698486,8.10802459716797
"SPY180772","europa_300m_150m","-22.33752","40.39666",83,8.08589649200439,8.06025409698486,8.10802459716797
"SPY190621","europa_300m_200m","-22.33752","40.39666",83,8.08589649200439,8.06025409698486,8.10802459716797
"SPY180770","europa_300m_300","-22.33752","40.39666",83,8.08589649200439,8.06025409698486,8.10802459716797
"SPY181532","europa_1000m_surface","-22.33644","40.41177",84,8.08589649200439,8.06025409698486,8.10802459716797
"SPY190619","europa_1000m_500m","-22.33644","40.41177",84,8.08589649200439,8.06025409698486,8.10802459716797
"SPY181883","europa_1000m_1000m","-22.33644","40.41177",84,8.08589649200439,8.06025409698486,8.10802459716797
"SPY190629","taaf_station2","-22.33879","40.33888",85,8.08589649200439,8.06025409698486,8.10802459716797
"SPY190627","taaf_station2","-22.33879","40.33888",85,8.08589649200439,8.06025409698486,8.10802459716797
"SPY181542","canyon1_0m","-18.6225","41.77472",86,8.07408714294434,8.0510835647583,8.09611129760742
"SPY181535","canyon1_840m","-18.6225","41.77472",86,8.07408714294434,8.0510835647583,8.09611129760742
"SPY181898","seamount1_0m","-18.12441","42.04219",87,8.07408714294434,8.0510835647583,8.09611129760742
"SPY190625","seamount1_170m","-18.12441","42.04219",87,8.07408714294434,8.0510835647583,8.09611129760742
"SPY190630","seamount1_340m","-18.12441","42.04219",87,8.07408714294434,8.0510835647583,8.09611129760742
"SPY190623","juan_distance0","-17.038661","42.66956",88,8.0748291015625,8.05374813079834,8.09519100189209
"SPY190624","juan_distance0","-17.038661","42.66956",88,8.0748291015625,8.05374813079834,8.09519100189209
"SPY190622","juan_distance1","-17.05547","42.67851",89,8.0748291015625,8.05374813079834,8.09519100189209
"SPY190628","juan_distance1","-17.05547","42.67851",89,8.0748291015625,8.05374813079834,8.09519100189209
"SPY190626","juan_distance2","-17.03868","42.66977",90,8.0748291015625,8.05374813079834,8.09519100189209
"SPY190614","juan_distance2","-17.03868","42.66977",90,8.0748291015625,8.05374813079834,8.09519100189209
"SPY190612","juan_distance3","-17.05712","42.67116",91,8.0748291015625,8.05374813079834,8.09519100189209
"SPY180783","juan_distance3","-17.05712","42.67116",91,8.0748291015625,8.05374813079834,8.09519100189209
"SPY190617","juan_300m_0m","-17.023831","42.654805",92,8.0748291015625,8.05374813079834,8.09519100189209
"SPY180762","juan_300m_50m","-17.023831","42.654805",92,8.0748291015625,8.05374813079834,8.09519100189209
"SPY181524","juan_300m_100m","-17.023831","42.654805",92,8.0748291015625,8.05374813079834,8.09519100189209
"SPY190613","juan_300m_150m","-17.023831","42.654805",92,8.0748291015625,8.05374813079834,8.09519100189209
"SPY190615","juan_300m_200m","-17.023831","42.654805",92,8.0748291015625,8.05374813079834,8.09519100189209
"SPY181528","juan_300m_300m","-17.023831","42.654805",92,8.0748291015625,8.05374813079834,8.09519100189209
"SPY181901","juan_2","-17.02874","42.74781",93,8.0748291015625,8.05374813079834,8.09519100189209
"SPY190609","juan_2","-17.02874","42.74781",93,8.0748291015625,8.05374813079834,8.09519100189209
"SPY190616","juan_mayotte_3000m_0m","-15.52306","42.53472",94,8.07324314117432,8.05815601348877,8.08687019348145
"SPY180760","juan_mayotte_3000m_3000m","-15.52306","42.53472",94,8.07324314117432,8.05815601348877,8.08687019348145
"SPY190570","glorieuse","-11.58652","47.28334",95,8.07619380950928,8.06316661834717,8.08858776092529
"SPY190582","glorieuse","-11.58652","47.28334",95,8.07619380950928,8.06316661834717,8.08858776092529
"SPY190574","glorieuse_distance_0m","-11.56444","47.29144",96,8.07619380950928,8.06316661834717,8.08858776092529
"SPY190554","glorieuse_distance_0m","-11.56444","47.29144",96,8.07619380950928,8.06316661834717,8.08858776092529
"SPY190586","glorieuse_distance_50m","-11.56593","47.28871",97,8.07619380950928,8.06316661834717,8.08858776092529
"SPY190561","glorieuse_distance_50m","-11.56593","47.28871",97,8.07619380950928,8.06316661834717,8.08858776092529
"SPY190580","glorieuse_distance_100m","-11.56503","47.28774",98,8.07619380950928,8.06316661834717,8.08858776092529
"SPY190575","glorieuse_distance_100m","-11.56503","47.28774",98,8.07619380950928,8.06316661834717,8.08858776092529
"SPY190563","glorieuse_distance_300m","-11.56269","47.28501",99,8.07619380950928,8.06316661834717,8.08858776092529
"SPY190553","glorieuse_distance_300m","-11.56269","47.28501",99,8.07619380950928,8.06316661834717,8.08858776092529
"SPY190552","glorieuse_300m_0m","-11.5581","47.2857",100,8.07619380950928,8.06316661834717,8.08858776092529
"SPY190564","glorieuse_300m_50m","-11.5581","47.2857",100,8.07619380950928,8.06316661834717,8.08858776092529
"SPY190549","glorieuse_300m_100m","-11.5581","47.2857",100,8.07619380950928,8.06316661834717,8.08858776092529
"SPY190571","glorieuse_300m_150m","-11.5581","47.2857",100,8.07619380950928,8.06316661834717,8.08858776092529
"SPY190568","glorieuse_300m_200m","-11.5581","47.2857",100,8.07619380950928,8.06316661834717,8.08858776092529
"SPY190559","glorieuse_300m_300m","-11.5581","47.2857",100,8.07619380950928,8.06316661834717,8.08858776092529
"SPY190560","tromelin_300m_0m","-15.89453623","54.51575373",101,8.08032608032227,8.06426334381104,8.09600257873535
"SPY190577","tromelin_300m_50m","-15.89453623","54.51575373",101,8.08032608032227,8.06426334381104,8.09600257873535
"SPY190569","tromelin_300m_100m","-15.89453623","54.51575373",101,8.08032608032227,8.06426334381104,8.09600257873535
"SPY190587","tromelin_300m_150m","-15.89453623","54.51575373",101,8.08032608032227,8.06426334381104,8.09600257873535
"SPY190562","tromelin_300m_200m","-15.89453623","54.51575373",101,8.08032608032227,8.06426334381104,8.09600257873535
"SPY190583","tromelin_300m_300m","-15.89453623","54.51575373",101,8.08032608032227,8.06426334381104,8.09600257873535
"SPY190578","tromelin_distance_0m","-15.89278","54.51736",102,8.08032608032227,8.06426334381104,8.09600257873535
"SPY190588","tromelin_distance_0m","-15.89278","54.51736",102,8.08032608032227,8.06426334381104,8.09600257873535
"SPY190592","tromelin_distance_50m","-15.89311","54.51689",103,8.08032608032227,8.06426334381104,8.09600257873535
"SPY190593","tromelin_distance_50m","-15.89311","54.51689",103,8.08032608032227,8.06426334381104,8.09600257873535
"SPY190567","tromelin_distance_100m","-15.89239","54.5139",104,8.08032608032227,8.06426334381104,8.09600257873535
"SPY190557","tromelin_distance_100m","-15.89239","54.5139",104,8.08032608032227,8.06426334381104,8.09600257873535
"SPY190576","Seamount_nearTromelin_0m","-15.93020533","54.50882665",105,8.08032608032227,8.06426334381104,8.09600257873535
"SPY190572","Seamount_nearTromelin_300m","-15.93020533","54.50882665",105,8.08032608032227,8.06426334381104,8.09600257873535
"SPY190581","Seamount_nearTromelin_600m","-15.93020533","54.50882665",105,8.08032608032227,8.06426334381104,8.09600257873535
"SPY193064","atlantic_1","46.8961393","-4.7780248",106,8.11530685424805,8.10148620605469,8.12829875946045
"SPY193063","atlantic_1","46.8961393","-4.7780248",106,8.11530685424805,8.10148620605469,8.12829875946045
"SPY193061","atlantic_2","46.3147228","-4.2150256",107,8.11869144439697,8.10172748565674,8.13405704498291
"SPY193059","atlantic_2","46.3147228","-4.2150256",107,8.11869144439697,8.10172748565674,8.13405704498291
"SPY193068","atlantic_3","46.0509606","-3.8861062",108,8.11869144439697,8.10172748565674,8.13405704498291
"SPY193058","atlantic_3","46.0509606","-3.8861062",108,8.11869144439697,8.10172748565674,8.13405704498291
"SPY193062","atlantic_4","45.8907485","-3.2114348",109,8.1181755065918,8.09697818756104,8.13302707672119
"SPY193060","atlantic_4","45.8907485","-3.2114348",109,8.1181755065918,8.09697818756104,8.13302707672119
"SPY192812","atlantic_5","45.2438012","-3.2297848",110,8.1181755065918,8.09697818756104,8.13302707672119
"SPY192817","atlantic_5","45.2438012","-3.2297848",110,8.1181755065918,8.09697818756104,8.13302707672119
"SPY192831","atlantic_6","44.8782105","-1.8595568",111,8.12072658538818,8.09391784667969,8.13892364501953
"SPY192811","atlantic_6","44.8782105","-1.8595568",111,8.12072658538818,8.09391784667969,8.13892364501953
"SPY192836","atlantic_7","44.2505771","-1.8937318",112,8.12072658538818,8.09391784667969,8.13892364501953
"SPY192818","atlantic_7","44.2505771","-1.8937318",112,8.12072658538818,8.09391784667969,8.13892364501953
"SPY192841","atlantic_8","43.8334093","-1.9882645",113,8.1198582649231,8.09433507919312,8.13793849945068
"SPY192835","atlantic_8","43.8334093","-1.9882645",113,8.1198582649231,8.09433507919312,8.13793849945068
"SPY192819","atlantic_9","44.0949793","-1.3818145",114,8.12041918436686,8.09345404307047,8.13957564036051
"SPY192847","atlantic_9","44.0949793","-1.3818145",114,8.12041918436686,8.09345404307047,8.13957564036051
"SPY192853","atlantic_10","44.5427539","-1.3295563",115,8.1198582649231,8.09433507919312,8.13793849945068
"SPY192810","atlantic_10","44.5427539","-1.3295563",115,8.1198582649231,8.09433507919312,8.13793849945068
"SPY192832","atlantic_11","45.5494714","-1.4159793",116,8.12073364257813,8.09543418884277,8.1394437789917
"SPY192827","atlantic_11","45.5494714","-1.4159793",116,8.12073364257813,8.09543418884277,8.1394437789917
"SPY192824","atlantic_12","45.7357645","-1.9193916",117,8.12503623962402,8.09778499603271,8.14772891998291
"SPY192823","atlantic_12","45.7357645","-1.9193916",117,8.12503623962402,8.09778499603271,8.14772891998291
"SPY192839","atlantic_13","45.8661842","-2.395217",118,8.12503623962402,8.09778499603271,8.14772891998291
"SPY192830","atlantic_13","45.8661842","-2.395217",118,8.12503623962402,8.09778499603271,8.14772891998291
"SPY192849","atlantic_14","46.6230167","-2.5939192",119,8.12423515319824,8.09983062744141,8.14546489715576
"SPY192852","atlantic_14","46.6230167","-2.5939192",119,8.12423515319824,8.09983062744141,8.14546489715576
"SPY192825","atlantic_15","46.5962065","-1.9759778",120,8.12248229980469,8.09819793701172,8.14207363128662
