code_spygen;date;mean_DHW_1year;median_DHW_1year;q95_DHW_1year;q05_DHW_1year;min_DHW_1year;max_DHW_1year;mean_DHW_5year;median_DHW_5year;q95_DHW_5year;q05_DHW_5year;min_DHW_5year;max_DHW_5year;mean_SST_1year;median_SST_1year;q95_SST_1year;q05_SST_1year;min_SST_1year;max_SST_1year;mean_SST_5year;median_SST_5year;q95_SST_5year;q05_SST_5year;min_SST_5year;max_SST_5year;mean_sss_1year;median_sss_1year;q95_sss_1year;q05_sss_1year;min_sss_1year;max_sss_1year;mean_sss_5year;median_sss_5year;q95_sss_5year;q05_sss_5year;min_sss_5year;max_sss_5year;mean_npp_1year;median_npp_1year;q95_npp_1year;q05_npp_1year;min_npp_1year;max_npp_1year;mean_npp_5year;median_npp_5year;q95_npp_5year;q05_npp_5year;min_npp_5year;max_npp_5year;pH_mean;pH_min;pH_max
SPY181731;02/07/2018;1.98065569343381;0;8.47999981045723;0;0;8.62999980710447;0.582508201656816;0;3.5599999204278;0;0;8.62999980710447;28.1689344262295;28.12;29.7575;26.7425;26.28;30.27;28.1378806133625;28.08;29.35;27.0225;26.28;30.27;35.881383895874;35.8852424621582;36.0922962188721;35.6695865631104;35.6687431335449;36.1151275634766;36.0343827747163;36.0488548278809;36.2878303527832;35.7410844802857;35.6687431335449;36.4243965148926;331.107686360677;304.818878173828;434.658567810059;267.600382995605;265.448974609375;466.029968261719;312.992069498698;289.810470581055;486.984921264648;222.123564147949;200.049728393555;652.639343261719;8.06948182317946;8.05867351629795;8.08044890868358
SPY181717;03/07/2018;2.10040978911776;0;8.99999979883432;0;0;9.14999979548156;0.612426054219206;0;3.81749991467223;0;0;9.14999979548156;28.1708469945355;28.12;29.7725;26.7925;26.32;30.24;28.1417688937568;28.09;29.35;27.02;26.32;30.24;35.881383895874;35.8852424621582;36.0922962188721;35.6695865631104;35.6687431335449;36.1151275634766;36.0343827747163;36.0488548278809;36.2878303527832;35.7410844802857;35.6687431335449;36.4243965148926;331.107686360677;304.818878173828;434.658567810059;267.600382995605;265.448974609375;466.029968261719;312.992069498698;289.810470581055;486.984921264648;222.123564147949;200.049728393555;652.639343261719;8.06948182317946;8.05867351629795;8.08044890868358
SPY181715;03/07/2018;2.10040978911776;0;8.99999979883432;0;0;9.14999979548156;0.612426054219206;0;3.81749991467223;0;0;9.14999979548156;28.1708469945355;28.12;29.7725;26.7925;26.32;30.24;28.1417688937568;28.09;29.35;27.02;26.32;30.24;35.881383895874;35.8852424621582;36.0922962188721;35.6695865631104;35.6687431335449;36.1151275634766;36.0343827747163;36.0488548278809;36.2878303527832;35.7410844802857;35.6687431335449;36.4243965148926;331.107686360677;304.818878173828;434.658567810059;267.600382995605;265.448974609375;466.029968261719;312.992069498698;289.810470581055;486.984921264648;222.123564147949;200.049728393555;652.639343261719;8.06948182317946;8.05867351629795;8.08044890868358
SPY181728;03/07/2018;2.10040978911776;0;8.99999979883432;0;0;9.14999979548156;0.612426054219206;0;3.81749991467223;0;0;9.14999979548156;28.1708469945355;28.12;29.7725;26.7925;26.32;30.24;28.1417688937568;28.09;29.35;27.02;26.32;30.24;35.881383895874;35.8852424621582;36.0922962188721;35.6695865631104;35.6687431335449;36.1151275634766;36.0343827747163;36.0488548278809;36.2878303527832;35.7410844802857;35.6687431335449;36.4243965148926;331.107686360677;304.818878173828;434.658567810059;267.600382995605;265.448974609375;466.029968261719;312.992069498698;289.810470581055;486.984921264648;222.123564147949;200.049728393555;652.639343261719;8.06948182317946;8.05867351629795;8.08044890868358
SPY181722;03/07/2018;2.10040978911776;0;8.99999979883432;0;0;9.14999979548156;0.612426054219206;0;3.81749991467223;0;0;9.14999979548156;28.1708469945355;28.12;29.7725;26.7925;26.32;30.24;28.1417688937568;28.09;29.35;27.02;26.32;30.24;35.881383895874;35.8852424621582;36.0922962188721;35.6695865631104;35.6687431335449;36.1151275634766;36.0343827747163;36.0488548278809;36.2878303527832;35.7410844802857;35.6687431335449;36.4243965148926;331.107686360677;304.818878173828;434.658567810059;267.600382995605;265.448974609375;466.029968261719;312.992069498698;289.810470581055;486.984921264648;222.123564147949;200.049728393555;652.639343261719;8.06948182317946;8.05867351629795;8.08044890868358
SPY181716;04/07/2018;1.98065569343381;0;8.47999981045723;0;0;8.62999980710447;0.582508201656816;0;3.5599999204278;0;0;8.62999980710447;28.1655464480874;28.1;29.7575;26.7425;26.28;30.27;28.1371193866375;28.07;29.35;27.0225;26.28;30.27;35.881383895874;35.8852424621582;36.0922962188721;35.6695865631104;35.6687431335449;36.1151275634766;36.0343827747163;36.0488548278809;36.2878303527832;35.7410844802857;35.6687431335449;36.4243965148926;272.039054870605;259.209037780762;355.644158935547;225.643274688721;221.779083251953;370.674224853516;258.634926859538;249.797065734863;341.803633117676;207.127237701416;194.735733032227;370.674224853516;8.06948182317946;8.05867351629795;8.08044890868358
SPY180774;04/07/2018;1.98065569343381;0;8.47999981045723;0;0;8.62999980710447;0.582508201656816;0;3.5599999204278;0;0;8.62999980710447;28.1655464480874;28.1;29.7575;26.7425;26.28;30.27;28.1371193866375;28.07;29.35;27.0225;26.28;30.27;35.881383895874;35.8852424621582;36.0922962188721;35.6695865631104;35.6687431335449;36.1151275634766;36.0343827747163;36.0488548278809;36.2878303527832;35.7410844802857;35.6687431335449;36.4243965148926;272.039054870605;259.209037780762;355.644158935547;225.643274688721;221.779083251953;370.674224853516;258.634926859538;249.797065734863;341.803633117676;207.127237701416;194.735733032227;370.674224853516;8.06948182317946;8.05867351629795;8.08044890868358
SPY180581;13/03/2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SPY180582;14/03/2018;0.452076492627543;0;1.96999995596707;0;0;1.96999995596707;0.886462192672335;0;4.67999989539385;0;0;5.95999986678362;27.031912568306;27.11;28.315;25.73;23.6;28.92;27.1511500547645;27.085;28.56;25.82;23.6;29.5;32.5025181770325;32.1443157196045;33.8003042221069;31.6347500801086;31.5952568054199;33.871997833252;32.5037582297074;32.4657039642334;33.8877466201782;31.4556230545044;31.0452537536621;34.0792541503906;520.32899983724;417.401657104492;922.617718505859;365.698492431641;344.772308349609;1171.86486816406;519.638468678792;433.910491943359;994.122558593749;296.351588439941;244.196670532227;1734.64501953125;8.05579396394583;8.01247572287535;8.0729209459745
SPY180583;14/03/2018;0.452076492627543;0;1.96999995596707;0;0;1.96999995596707;0.886462192672335;0;4.67999989539385;0;0;5.95999986678362;27.031912568306;27.11;28.315;25.73;23.6;28.92;27.1511500547645;27.085;28.56;25.82;23.6;29.5;32.5025181770325;32.1443157196045;33.8003042221069;31.6347500801086;31.5952568054199;33.871997833252;32.5037582297074;32.4657039642334;33.8877466201782;31.4556230545044;31.0452537536621;34.0792541503906;520.32899983724;417.401657104492;922.617718505859;365.698492431641;344.772308349609;1171.86486816406;519.638468678792;433.910491943359;994.122558593749;296.351588439941;244.196670532227;1734.64501953125;8.05579396394583;8.01247572287535;8.0729209459745
SPY180584;16/03/2018;0.495901628259997;0;2.15999995172024;0;0;2.15999995172024;0.926188369221406;0;4.78499989304692;0;0;5.70999987237155;27.0527322404372;27.125;28.365;25.7925;23.67;29;27.1718072289157;27.11;28.59;25.88;23.67;29.5;32.3756863276164;32.0663204193115;33.401759147644;31.5582624435425;31.5171756744385;33.8733139038086;32.4384579780774;32.4096984863281;33.881364440918;31.4316709518433;30.9505958557129;34.1152610778809;516.341077168783;414.398742675781;926.608267211914;358.071293640137;342.820526123047;1173.95629882812;513.505497996012;427.986526489258;1055.1325378418;296.300650024414;239.935348510742;1656.24841308594;8.05508987108866;8.01182838586661;8.07319423479912
SPY180585;14/03/2018;0.495901628259997;0;2.15999995172024;0;0;2.15999995172024;0.926352662755521;0;4.78499989304692;0;0;5.70999987237155;27.0545081967213;27.125;28.365;25.7975;23.67;29;27.1719167579409;27.11;28.59;25.88;23.67;29.5;32.4464797973633;32.0663204193115;33.7726751327515;31.5582624435425;31.5171756744385;33.8733139038086;32.4278696963662;32.4083805084229;33.8853897094727;31.4175755500793;30.9505958557129;34.1152610778809;516.341077168783;414.398742675781;926.608267211914;358.071293640137;342.820526123047;1173.95629882812;513.505497996012;427.986526489258;1055.1325378418;296.300650024414;239.935348510742;1656.24841308594;8.05508987108866;8.01182838586661;8.07319423479912
SPY180586;16/03/2018;0.495901628259997;0;2.15999995172024;0;0;2.15999995172024;0.926188369221406;0;4.78499989304692;0;0;5.70999987237155;27.0527322404372;27.125;28.365;25.7925;23.67;29;27.1718072289157;27.11;28.59;25.88;23.67;29.5;32.3756863276164;32.0663204193115;33.401759147644;31.5582624435425;31.5171756744385;33.8733139038086;32.4384579780774;32.4096984863281;33.881364440918;31.4316709518433;30.9505958557129;34.1152610778809;516.341077168783;414.398742675781;926.608267211914;358.071293640137;342.820526123047;1173.95629882812;513.505497996012;427.986526489258;1055.1325378418;296.300650024414;239.935348510742;1656.24841308594;8.05508987108866;8.01182838586661;8.07319423479912
SPY180587;16/03/2018;0.495901628259997;0;2.15999995172024;0;0;2.15999995172024;0.926188369221406;0;4.78499989304692;0;0;5.70999987237155;27.0527322404372;27.125;28.365;25.7925;23.67;29;27.1718072289157;27.11;28.59;25.88;23.67;29.5;32.3756863276164;32.0663204193115;33.401759147644;31.5582624435425;31.5171756744385;33.8733139038086;32.4384579780774;32.4096984863281;33.881364440918;31.4316709518433;30.9505958557129;34.1152610778809;516.341077168783;414.398742675781;926.608267211914;358.071293640137;342.820526123047;1173.95629882812;513.505497996012;427.986526489258;1055.1325378418;296.300650024414;239.935348510742;1656.24841308594;8.05508987108866;8.01182838586661;8.07319423479912
SPY180588;16/03/2018;0.495901628259997;0;2.15999995172024;0;0;2.15999995172024;0.926188369221406;0;4.78499989304692;0;0;5.70999987237155;27.0527322404372;27.125;28.365;25.7925;23.67;29;27.1718072289157;27.11;28.59;25.88;23.67;29.5;32.3756863276164;32.0663204193115;33.401759147644;31.5582624435425;31.5171756744385;33.8733139038086;32.4384579780774;32.4096984863281;33.881364440918;31.4316709518433;30.9505958557129;34.1152610778809;516.341077168783;414.398742675781;926.608267211914;358.071293640137;342.820526123047;1173.95629882812;513.505497996012;427.986526489258;1055.1325378418;296.300650024414;239.935348510742;1656.24841308594;8.05508987108866;8.01182838586661;8.07319423479912
