"code_spygen","station","latitude_start","longitude_start","date","mean_sss_1year","median_sss_1year","q95_sss_1year","q05_sss_1year","min_sss_1year","max_sss_1year","mean_sss_5year","median_sss_5year","q95_sss_5year","q05_sss_5year","min_sss_5year","max_sss_5year"
"SPY173258","sec_sud_1","16.15732","-61.87493","2018-02-26",35.2571897506714,35.2433109283447,36.0335945129395,34.5742214202881,34.532356262207,36.116024017334,35.2073542277018,35.2707138061523,36.0797454833984,34.1786008834839,33.9449729919434,36.1139526367188
"SPY173269","sec_sud_2","16.14098","-61.8644","2018-02-28",35.2571897506714,35.2433109283447,36.0335945129395,34.5742214202881,34.532356262207,36.116024017334,35.2073542277018,35.2707138061523,36.0797454833984,34.1786008834839,33.9449729919434,36.1139526367188
"SPY173270","sec_sud_2","16.14098","-61.8644","2018-02-28",35.2571897506714,35.2433109283447,36.0335945129395,34.5742214202881,34.532356262207,36.116024017334,35.2073542277018,35.2707138061523,36.0797454833984,34.1786008834839,33.9449729919434,36.1139526367188
"SPY173278","st_rose","16.32673","-61.67195","2018-03-01",35.2724752426147,35.2477569580078,36.0409093856811,34.6012868881226,34.5640563964844,36.105167388916,35.2659508387248,35.329309463501,36.1224515914917,34.2078777313232,33.9477195739746,36.2130279541016
"SPY173279","st_rose","16.32673","-61.67195","2018-03-01",35.2724752426147,35.2477569580078,36.0409093856811,34.6012868881226,34.5640563964844,36.105167388916,35.2659508387248,35.329309463501,36.1224515914917,34.2078777313232,33.9477195739746,36.2130279541016
"SPY181920","lagon_faka","-16.500305","-145.447768","2018-06-18",36.1083504358927,36.1257724761963,36.2423282623291,35.9432588577271,35.8566856384277,36.2508087158203,36.1622149149577,36.1688175201416,36.2861373901367,36.0363168716431,36.0282287597656,36.2896118164062
"SPY181919","lagon_faka","-16.500305","-145.447768","2018-06-18",36.1083504358927,36.1257724761963,36.2423282623291,35.9432588577271,35.8566856384277,36.2508087158203,36.1622149149577,36.1688175201416,36.2861373901367,36.0363168716431,36.0282287597656,36.2896118164062
"SPY181941","lagon_faka","-16.500979","-145.449233","2018-06-18",36.1083504358927,36.1257724761963,36.2423282623291,35.9432588577271,35.8566856384277,36.2508087158203,36.1622149149577,36.1688175201416,36.2861373901367,36.0363168716431,36.0282287597656,36.2896118164062
"SPY181911","lagon_faka","-16.500383","-145.447721","2018-06-18",36.1083504358927,36.1257724761963,36.2423282623291,35.9432588577271,35.8566856384277,36.2508087158203,36.1622149149577,36.1688175201416,36.2861373901367,36.0363168716431,36.0282287597656,36.2896118164062
"SPY181533","lagon_faka","-16.500328","-145.44823","2018-06-19",36.1083504358927,36.1257724761963,36.2423282623291,35.9432588577271,35.8566856384277,36.2508087158203,36.1622149149577,36.1688175201416,36.2861373901367,36.0363168716431,36.0282287597656,36.2896118164062
"SPY181914","lagon_faka","-16.499774","-145.447065","2018-06-19",36.1003888448079,36.1212596893311,36.2328798294067,35.9324382781982,35.8413352966309,36.242130279541,36.1526374816895,36.1573276519775,36.2664293289185,36.0311723709106,36.0215148925781,36.2761917114258
"SPY181832","lagon_faka","-16.500438","-145.447461","2018-06-19",36.1083504358927,36.1257724761963,36.2423282623291,35.9432588577271,35.8566856384277,36.2508087158203,36.1622149149577,36.1688175201416,36.2861373901367,36.0363168716431,36.0282287597656,36.2896118164062
"SPY181921","lagon_faka","-16.499381","-145.446963","2018-06-20",36.1003888448079,36.1212596893311,36.2328798294067,35.9324382781982,35.8413352966309,36.242130279541,36.1526374816895,36.1573276519775,36.2664293289185,36.0311723709106,36.0215148925781,36.2761917114258
"SPY181916","lagon_faka","-16.500378","-145.447254","2018-06-20",36.1083504358927,36.1257724761963,36.2423282623291,35.9432588577271,35.8566856384277,36.2508087158203,36.1622149149577,36.1688175201416,36.2861373901367,36.0363168716431,36.0282287597656,36.2896118164062
"SPY181906","passe_faka_1","-16.515778","-145.463558","2018-06-21",36.1083504358927,36.1257724761963,36.2423282623291,35.9432588577271,35.8566856384277,36.2508087158203,36.1622149149577,36.1688175201416,36.2861373901367,36.0363168716431,36.0282287597656,36.2896118164062
"SPY181900","passe_faka_1","-16.516914","-145.462426","2018-06-21",36.1083504358927,36.1257724761963,36.2423282623291,35.9432588577271,35.8566856384277,36.2508087158203,36.1622149149577,36.1688175201416,36.2861373901367,36.0363168716431,36.0282287597656,36.2896118164062
"SPY181912","passe_faka_l","-16.5209","-145.459671","2018-06-22",36.1083504358927,36.1257724761963,36.2423282623291,35.9432588577271,35.8566856384277,36.2508087158203,36.1622149149577,36.1688175201416,36.2861373901367,36.0363168716431,36.0282287597656,36.2896118164062
"SPY181899","passe_faka_l","-16.5209","-145.459671","2018-06-22",36.1083504358927,36.1257724761963,36.2423282623291,35.9432588577271,35.8566856384277,36.2508087158203,36.1622149149577,36.1688175201416,36.2861373901367,36.0363168716431,36.0282287597656,36.2896118164062
"SPY181907","passe_faka_T","-16.5209","-145.459671","2018-06-22",36.1083504358927,36.1257724761963,36.2423282623291,35.9432588577271,35.8566856384277,36.2508087158203,36.1622149149577,36.1688175201416,36.2861373901367,36.0363168716431,36.0282287597656,36.2896118164062
"SPY181888","passe_faka_T","-16.5209","-145.459671","2018-06-22",36.1083504358927,36.1257724761963,36.2423282623291,35.9432588577271,35.8566856384277,36.2508087158203,36.1622149149577,36.1688175201416,36.2861373901367,36.0363168716431,36.0282287597656,36.2896118164062
