"code_spygen","station","latitude_start","longitude_start","date","mean_DHW_1year","median_DHW_1year","q95_DHW_1year","q05_DHW_1year","min_DHW_1year","max_DHW_1year","mean_DHW_5year","median_DHW_5year","q95_DHW_5year","q05_DHW_5year","min_DHW_5year","max_DHW_5year"
"SPY190551","cap_lardier_2","43.14991","6.61595","2019-07-07",4.94827857792194,0,20.1424995497801,0,0,21.3799995221198,1.8054881342955,0,10.9439997553825,0,0,21.3799995221198
"SPY190598","cap_lardier_2","43.14817","6.62024","2019-07-07",4.94827857792194,0,20.1424995497801,0,0,21.3799995221198,1.8054881342955,0,10.9439997553825,0,0,21.3799995221198
"SPY192319","cap_lardier_3","43.150888","6.617996","2019-07-07",4.84152994642818,0,19.8199995569884,0,0,20.9199995324016,1.78380226455584,0,10.7479997597634,0,0,20.9199995324016
"SPY190596","cap_lardier_3","43.150888","6.617996","2019-07-07",4.84152994642818,0,19.8199995569884,0,0,20.9199995324016,1.78380226455584,0,10.7479997597634,0,0,20.9199995324016
"SPY192288","cap_lardier_3","43.150888","6.617996","2019-07-07",4.84152994642818,0,19.8199995569884,0,0,20.9199995324016,1.78380226455584,0,10.7479997597634,0,0,20.9199995324016
"SPY192287","cap_negre_1","43.14227","6.43833","2019-07-18",4.49669388856209,0,18.3274995903484,0,0,19.1499995719641,1.59492165109771,0,9.68299978356808,0,0,19.1499995719641
"SPY192282","cap_negre_1","43.14227","6.43833","2019-07-18",4.49669388856209,0,18.3274995903484,0,0,19.1499995719641,1.59492165109771,0,9.68299978356808,0,0,19.1499995719641
"SPY192294","cap_negre_1","43.14227","6.43833","2019-07-18",4.49669388856209,0,18.3274995903484,0,0,19.1499995719641,1.59492165109771,0,9.68299978356808,0,0,19.1499995719641
"SPY192295","cap_negre_2","43.134424","6.428435","2019-07-18",4.49669388856209,0,18.3274995903484,0,0,19.1499995719641,1.59492165109771,0,9.68299978356808,0,0,19.1499995719641
"SPY192283","cap_negre_2","43.134424","6.428435","2019-07-18",4.49669388856209,0,18.3274995903484,0,0,19.1499995719641,1.59492165109771,0,9.68299978356808,0,0,19.1499995719641
"SPY192311","cap_negre_2","43.134424","6.428435","2019-07-18",4.49669388856209,0,18.3274995903484,0,0,19.1499995719641,1.59492165109771,0,9.68299978356808,0,0,19.1499995719641
"SPY192284","goude","43.23291","5.35105","2019-06-30",2.75292343573512,0,10.9599997550249,0,0,11.9799997322261,1.06788669963879,0,6.52799985408779,0,0,11.9799997322261
"SPY192320","goude","43.2175","5.34561","2019-06-30",2.7393168786622,0,11.0799997523427,0,0,11.9199997335672,1.04532884387016,0,6.3414998582564,0,0,11.9199997335672
