"latitude_start","longitude_start","date","mean_npp_1year","median_npp_1year","q95_npp_1year","q05_npp_1year","min_npp_1year","max_npp_1year","mean_npp_5year","median_npp_5year","q95_npp_5year","q05_npp_5year","min_npp_5year","max_npp_5year"
3.99357,-81.61842,2018-03-26,512.784889221191,429.082794189453,906.963854980469,360.076388549805,333.861724853516,1111.95446777344,497.013094584147,478.329864501953,734.18498840332,348.057102966309,344.585144042969,824.930053710938
3.9929,-81.6205,2018-03-26,512.784889221191,429.082794189453,906.963854980469,360.076388549805,333.861724853516,1111.95446777344,497.013094584147,478.329864501953,734.18498840332,348.057102966309,344.585144042969,824.930053710938
4.00226,-81.60371,2018-03-27,516.674395243327,424.586532592773,922.601068115234,367.364685058594,343.375030517578,1120.62866210938,492.153635660807,476.475540161133,709.140228271484,346.912298583984,343.604644775391,797.224487304688
4.00202,-81.60332,2018-03-27,516.674395243327,424.586532592773,922.601068115234,367.364685058594,343.375030517578,1120.62866210938,492.153635660807,476.475540161133,709.140228271484,346.912298583984,343.604644775391,797.224487304688
4.0023,-81.60392,2018-03-27,516.674395243327,424.586532592773,922.601068115234,367.364685058594,343.375030517578,1120.62866210938,492.153635660807,476.475540161133,709.140228271484,346.912298583984,343.604644775391,797.224487304688
16.48538,-61.50429,2018-02-27,379.870814005534,362.196960449219,508.25329284668,282.784219360352,266.464721679688,515.719482421875,302.741172790527,296.899108886719,354.969390869141,262.448754882813,257.658477783203,381.321990966797
16.50096,-61.51445,2018-02-27,333.744162241618,294.214813232422,475.517790222168,248.784035491943,243.511627197266,514.153259277344,278.78679784139,276.743942260742,353.305104064941,228.806174468994,228.532592773438,377.775085449219
16.47047,-61.52166,2018-02-27,379.870814005534,362.196960449219,508.25329284668,282.784219360352,266.464721679688,515.719482421875,302.741172790527,296.899108886719,354.969390869141,262.448754882813,257.658477783203,381.321990966797
16.07855,-61.85716,2018-02-28,320.639595031738,292.99739074707,475.439907836914,235.97018737793,227.541900634766,501.056365966797,281.630132039388,266.641357421875,387.22622833252,226.488168334961,223.863616943359,388.428161621094
16.20771,-61.14683,2018-03-02,396.632642110189,389.577056884766,497.771524047852,307.525535583496,285.965881347656,498.130950927734,374.820276896159,345.75732421875,499.927833557129,304.076770019531,288.712554931641,528.314147949219
16.359,-61.57521,2018-03-01,519.13718355619,507.207092285156,776.663037109375,329.450067138672,293.649597167969,882.221435546875,396.392247517904,400.738891601562,491.558493041992,325.594686889648,308.358276367188,517.542602539062
16.37651,-61.52821,2018-03-01,519.13718355619,507.207092285156,776.663037109375,329.450067138672,293.649597167969,882.221435546875,396.392247517904,400.738891601562,491.558493041992,325.594686889648,308.358276367188,517.542602539062
16.20352,-61.53646,2018-02-25,351.443184838779,327.987326691116,481.159563877272,284.611889349896,280.097031745358,482.605321469514,301.74925324076,281.235927858214,395.142090440833,257.034686821095,248.187085137851,424.049332328465
16.15962,-61.50619,2018-02-25,354.899187764163,332.929762825133,483.338535829574,287.608143930587,283.845772152855,485.173017713759,306.9866052456,285.872386750721,407.632734268431,260.495048837813,252.243746560717,436.075044177827
16.18316,-61.11949,2018-03-02,396.632642110189,389.577056884766,497.771524047852,307.525535583496,285.965881347656,498.130950927734,374.820276896159,345.75732421875,499.927833557129,304.076770019531,288.712554931641,528.314147949219
16.17763,-61.09994,2018-03-02,396.632642110189,389.577056884766,497.771524047852,307.525535583496,285.965881347656,498.130950927734,374.820276896159,345.75732421875,499.927833557129,304.076770019531,288.712554931641,528.314147949219
16.24619,-61.213,2018-03-02,373.467786153158,364.916458129883,476.188549804687,281.529733276367,280.881072998047,494.510223388672,364.907338460286,343.328002929688,476.346472167969,309.982356262207,309.095001220703,504.857177734375
16.2617,-61.82218,2018-02-26,340.504897241239,304.042523490058,483.399986182319,273.095499155256,269.69163831075,503.404872894287,283.861645186389,272.112634340922,357.339167722066,246.480105103387,237.717930052016,373.830922020806
16.26194,-61.82252,2018-02-28,340.504897241239,304.042523490058,483.399986182319,273.095499155256,269.69163831075,503.404872894287,283.861645186389,272.112634340922,357.339167722066,246.480105103387,237.717930052016,373.830922020806
16.2552,-61.54755,2018-02-25,348.813295713613,324.134032236019,478.213078780913,281.41215656979,276.144842658244,478.559503689618,298.567121102776,279.469057754732,386.365495386258,256.012336215167,247.559771040796,416.961312737263
16.24518,-61.87116,2018-02-26,325.809163411458,298.161834716797,467.642704772949,258.463677978516,251.4638671875,483.064575195312,274.078824361165,263.9990234375,366.30774230957,228.158725738525,227.854629516602,368.827423095703
16.15732,-61.87493,2018-02-26,319.941214243571,303.643417358398,458.98599395752,247.013062286377,238.23811340332,477.064239501953,274.421975453695,257.196296691895,376.283393859863,228.391757202148,226.775695800781,379.268127441406
16.14098,-61.8644,2018-02-28,319.941214243571,303.643417358398,458.98599395752,247.013062286377,238.23811340332,477.064239501953,274.421975453695,257.196296691895,376.283393859863,228.391757202148,226.775695800781,379.268127441406
16.32673,-61.67195,2018-03-01,339.238214580829,318.674895804269,473.843953072684,273.026282610212,265.342066737584,477.600544084821,286.817266500564,274.542789350237,359.084888163975,249.071913768223,240.121558271136,388.369904872349
-16.500305,-145.447768,2018-06-18,155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
-16.500979,-145.449233,2018-06-18,155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
-16.500383,-145.447721,2018-06-18,155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
-16.500328,-145.44823,2018-06-19,155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
-16.499774,-145.447065,2018-06-19,306.850339253743,299.487167358398,471.21902923584,170.827140045166,138.852020263672,519.173278808594,274.370639801025,235.673866271973,407.98060760498,160.667938232422,141.110443115234,409.493225097656
-16.500438,-145.447461,2018-06-19,155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
-16.499381,-145.446963,2018-06-20,306.850339253743,299.487167358398,471.21902923584,170.827140045166,138.852020263672,519.173278808594,274.370639801025,235.673866271973,407.98060760498,160.667938232422,141.110443115234,409.493225097656
-16.500378,-145.447254,2018-06-20,155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
-16.515778,-145.463558,2018-06-21,155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
-16.516914,-145.462426,2018-06-21,155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
-16.5209,-145.459671,2018-06-22,155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
-16.531748,-145.455602,2018-06-24,155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
-16.525988,-145.450593,2018-06-25,155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
-16.531748,-145.455602,2018-06-25,155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
-16.525988,-145.450593,2018-06-26,155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
-16.525988,-145.450593,2018-06-27,155.106838226318,148.574638366699,182.214835357666,137.522895050049,135.481552124023,186.420074462891,157.812449773153,153.053314208984,198.592893981934,132.557346725464,118.935829162598,237.472915649414
11.26593,-73.69206,2018-10-15,875.211196899414,905.735900878906,1283.69046020508,542.056503295898,520.304077148438,1491.37084960938,882.851247151693,860.357696533203,1309.03238525391,518.051809692383,482.422424316406,1314.65014648438
11.2668,-73.702106,2018-10-15,875.211196899414,905.735900878906,1283.69046020508,542.056503295898,520.304077148438,1491.37084960938,882.851247151693,860.357696533203,1309.03238525391,518.051809692383,482.422424316406,1314.65014648438
11.266771,-73.641601,2018-10-16,914.757507324219,890.833312988281,1351.14842529297,526.031640625,512.780883789062,1511.81140136719,887.291145324707,942.433807373047,1263.68373413086,491.55991973877,480.795928955078,1282.42126464844
11.257738,-73.704129,2018-10-16,875.211196899414,905.735900878906,1283.69046020508,542.056503295898,520.304077148438,1491.37084960938,882.851247151693,860.357696533203,1309.03238525391,518.051809692383,482.422424316406,1314.65014648438
11.242452,-73.69688,2018-10-16,827.44259041887,760.351798080816,1375.14310310178,494.71155458776,431.234433057832,1586.06190751239,763.410561104131,803.770201520222,1077.95005895103,431.872339239353,409.346829298066,1136.13954869712
11.226491,-73.697869,2018-10-16,830.12040831248,764.748192214966,1372.02037147522,497.246092796326,432.562579345703,1591.89658203125,767.082484563192,809.883284378052,1081.75539001465,433.585751152039,410.939379882812,1136.01721038818
11.312972,-73.780055,2018-10-17,889.928848266602,848.283843994141,1426.83982543945,518.370852661133,509.035522460938,1672.71594238281,867.860994974772,898.058471679688,1234.64719848633,475.118031311035,468.924102783203,1287.58825683594
11.347639,-73.766667,2018-10-17,822.148938496908,744.852447509766,1381.2860534668,481.679515075684,433.425323486328,1747.02014160156,762.268074035645,831.462585449219,1024.98665771484,407.740385437012,407.256164550781,1042.880859375
11.337649,-74.110443,2018-10-22,849.588872466425,881.295505408085,1230.14778359153,532.921328850948,500.791047529741,1422.79830747662,872.129369600855,988.041404955315,1160.09007066669,478.931950979522,429.564925222686,1214.29513226133
11.337649,-74.110443,2018-10-23,849.588872466425,881.295505408085,1230.14778359153,532.921328850948,500.791047529741,1422.79830747662,872.129369600855,988.041404955315,1160.09007066669,478.931950979522,429.564925222686,1214.29513226133
11.328275,-74.114845,2018-10-24,896.736963452391,918.940905215135,1292.19450228107,577.796167994257,520.517126738136,1438.16900999155,937.077217026136,1065.713999734,1254.01189702731,516.828525349631,437.65302470193,1312.32888110716
11.330775,-74.116304,2018-10-24,896.736963452391,918.940905215135,1292.19450228107,577.796167994257,520.517126738136,1438.16900999155,937.077217026136,1065.713999734,1254.01189702731,516.828525349631,437.65302470193,1312.32888110716
11.340723,-74.112103,2018-10-24,840.145140778785,869.667980418486,1217.02877506929,529.668747509227,497.796263750862,1411.06130263385,862.774569904103,974.023146909826,1145.93199067957,477.106149830538,427.572932972628,1193.67728199678
11.341963,-74.112686,2018-10-24,840.145140778785,869.667980418486,1217.02877506929,529.668747509227,497.796263750862,1411.06130263385,862.774569904103,974.023146909826,1145.93199067957,477.106149830538,427.572932972628,1193.67728199678
11.326676,-74.114275,2018-10-24,896.736963452391,918.940905215135,1292.19450228107,577.796167994257,520.517126738136,1438.16900999155,937.077217026136,1065.713999734,1254.01189702731,516.828525349631,437.65302470193,1312.32888110716
11.330174,-74.115761,2018-10-24,896.736963452391,918.940905215135,1292.19450228107,577.796167994257,520.517126738136,1438.16900999155,937.077217026136,1065.713999734,1254.01189702731,516.828525349631,437.65302470193,1312.32888110716
11.328421,-74.114296,2018-10-25,896.736963452391,918.940905215135,1292.19450228107,577.796167994257,520.517126738136,1438.16900999155,937.077217026136,1065.713999734,1254.01189702731,516.828525349631,437.65302470193,1312.32888110716
-22.33944,40.33886,2019-04-07,341.404757181803,318.759307861328,475.913235473633,251.376635742187,245.425933837891,490.898956298828,353.561205546061,337.396362304688,464.591920471191,267.94783782959,257.364685058594,491.077270507812
-22.33281,40.35581,2019-04-08,338.336559295654,309.271926879883,463.875556945801,243.390595245361,240.237335205078,464.554077148438,348.567067464193,343.253753662109,454.168096923828,248.908909606934,246.203674316406,471.175262451172
-22.33078,40.36129,2019-04-08,338.336559295654,309.271926879883,463.875556945801,243.390595245361,240.237335205078,464.554077148438,348.567067464193,343.253753662109,454.168096923828,248.908909606934,246.203674316406,471.175262451172
-22.32652,40.36433,2019-04-08,338.336559295654,309.271926879883,463.875556945801,243.390595245361,240.237335205078,464.554077148438,348.567067464193,343.253753662109,454.168096923828,248.908909606934,246.203674316406,471.175262451172
-22.32454,40.36156,2019-04-08,338.336559295654,309.271926879883,463.875556945801,243.390595245361,240.237335205078,464.554077148438,348.567067464193,343.253753662109,454.168096923828,248.908909606934,246.203674316406,471.175262451172
-22.33752,40.39666,2019-04-09,341.404757181803,318.759307861328,475.913235473633,251.376635742187,245.425933837891,490.898956298828,353.561205546061,337.396362304688,464.591920471191,267.94783782959,257.364685058594,491.077270507812
-22.33644,40.41177,2019-04-09,341.404757181803,318.759307861328,475.913235473633,251.376635742187,245.425933837891,490.898956298828,353.561205546061,337.396362304688,464.591920471191,267.94783782959,257.364685058594,491.077270507812
-22.33879,40.33888,2019-04-10,341.404757181803,318.759307861328,475.913235473633,251.376635742187,245.425933837891,490.898956298828,353.561205546061,337.396362304688,464.591920471191,267.94783782959,257.364685058594,491.077270507812
-18.6225,41.77472,2019-04-11,342.726468404134,313.690795898438,507.482695007324,234.309869384766,229.873916625977,511.531005859375,297.349458058675,293.412078857422,384.665449523926,219.684583282471,206.428497314453,424.329315185547
-18.12441,42.04219,2019-04-11,329.319747924805,329.33171081543,471.897116088867,223.887802886963,210.305389404297,485.223907470703,299.650234222412,308.346374511719,372.688412475586,220.558560943604,199.421905517578,419.948364257812
-17.038661,42.66956,2019-04-13,431.835236867269,503.593887329102,542.406832885742,222.813587188721,194.294799804688,544.715026855469,439.567766825358,427.751724243164,569.85471496582,310.561512756348,294.940643310547,619.69970703125
-17.05547,42.67851,2019-04-13,431.835236867269,503.593887329102,542.406832885742,222.813587188721,194.294799804688,544.715026855469,439.567766825358,427.751724243164,569.85471496582,310.561512756348,294.940643310547,619.69970703125
-17.03868,42.66977,2019-04-13,431.835236867269,503.593887329102,542.406832885742,222.813587188721,194.294799804688,544.715026855469,439.567766825358,427.751724243164,569.85471496582,310.561512756348,294.940643310547,619.69970703125
-17.05712,42.67116,2019-04-13,431.835236867269,503.593887329102,542.406832885742,222.813587188721,194.294799804688,544.715026855469,439.567766825358,427.751724243164,569.85471496582,310.561512756348,294.940643310547,619.69970703125
-17.023831,42.654805,2019-04-14,295.010935465495,311.548156738281,372.914842224121,200.969615936279,189.150146484375,378.406097412109,347.770573933919,341.509353637695,443.392050170898,272.025453186035,257.939575195312,452.834197998047
-17.02874,42.74781,2019-04-15,431.835236867269,503.593887329102,542.406832885742,222.813587188721,194.294799804688,544.715026855469,439.567766825358,427.751724243164,569.85471496582,310.561512756348,294.940643310547,619.69970703125
-15.52306,42.53472,2019-04-16,276.93704477946,286.92497253418,355.885623168945,195.332949066162,193.659072875977,362.908294677734,280.708126068115,261.953765869141,363.823223876953,222.890376281738,215.320877075195,402.629913330078
-11.58652,47.28334,2019-04-19,309.428000132243,275.806503295898,428.018884277344,234.804636383057,223.803100585938,430.578277587891,281.211255391439,276.067459106445,366.65428314209,217.403495788574,216.129791259766,395.092864990234
-11.56444,47.29144,2019-04-20,395.895200093587,374.406280517578,590.722055053711,263.852001953125,257.926208496094,615.353454589844,358.391551971436,336.603759765625,530.638458251953,244.875811004639,222.53547668457,545.981994628906
-11.56593,47.28871,2019-04-20,395.895200093587,374.406280517578,590.722055053711,263.852001953125,257.926208496094,615.353454589844,358.391551971436,336.603759765625,530.638458251953,244.875811004639,222.53547668457,545.981994628906
-11.56503,47.28774,2019-04-20,395.895200093587,374.406280517578,590.722055053711,263.852001953125,257.926208496094,615.353454589844,358.391551971436,336.603759765625,530.638458251953,244.875811004639,222.53547668457,545.981994628906
-11.56269,47.28501,2019-04-20,395.895200093587,374.406280517578,590.722055053711,263.852001953125,257.926208496094,615.353454589844,358.391551971436,336.603759765625,530.638458251953,244.875811004639,222.53547668457,545.981994628906
-11.5581,47.2857,2019-04-21,395.895200093587,374.406280517578,590.722055053711,263.852001953125,257.926208496094,615.353454589844,358.391551971436,336.603759765625,530.638458251953,244.875811004639,222.53547668457,545.981994628906
-15.89453623,54.51575373,2019-04-26,230.99155553182,214.882339477539,366.812791442871,135.749594116211,133.431228637695,401.478149414062,179.936370849609,174.727935791016,259.94453048706,120.614889526367,109.460571289062,292.350646972656
-15.89278,54.51736,2019-04-27,230.99155553182,214.882339477539,366.812791442871,135.749594116211,133.431228637695,401.478149414062,179.936370849609,174.727935791016,259.94453048706,120.614889526367,109.460571289062,292.350646972656
-15.89311,54.51689,2019-04-27,230.99155553182,214.882339477539,366.812791442871,135.749594116211,133.431228637695,401.478149414062,179.936370849609,174.727935791016,259.94453048706,120.614889526367,109.460571289062,292.350646972656
-15.89239,54.5139,2019-04-27,230.99155553182,214.882339477539,366.812791442871,135.749594116211,133.431228637695,401.478149414062,179.936370849609,174.727935791016,259.94453048706,120.614889526367,109.460571289062,292.350646972656
-15.93020533,54.50882665,2019-04-27,230.969877878825,215.845634460449,362.36255645752,131.027841186523,128.454147338867,381.539794921875,180.212813059489,176.74193572998,257.310594940186,117.762477111816,101.872314453125,278.626007080078
46.8961393,-4.7780248,2019-10-22,1203.55158742269,970.023406982422,2537.73054199219,271.450247192383,267.143737792969,2682.17456054688,1092.757152952,963.663848876953,2363.78546142578,363.276246643066,240.777297973633,2931.92895507812
46.3147228,-4.2150256,2019-10-23,1160.99228795369,873.599273681641,2428.37199707031,268.601036834717,252.278274536133,2560.37817382812,998.274768434722,830.445220947266,2183.42727050781,313.835775756836,252.278274536133,2560.37817382812
46.0509606,-3.8861062,2019-10-23,1115.88956197103,977.361724853516,2171.24670410156,332.255792236328,302.819915771484,2280.97680664062,983.914909625876,833.538146972656,2087.77470703125,349.850730895996,300.314544677734,2411.06323242188
45.8907485,-3.2114348,2019-10-24,1162.98928324382,1029.09606933594,2112.02352294922,420.027719116211,346.332183837891,2122.15112304688,1034.50766885692,812.188018798828,2060.68514404297,368.367425537109,346.332183837891,2122.15112304688
45.2438012,-3.2297848,2019-10-24,908.79641977946,736.448089599609,1606.05335083008,354.157139587402,302.671630859375,1674.57165527344,885.18473815918,773.971282958984,1677.81963500977,393.816540527344,302.671630859375,1871.00122070312
44.8782105,-1.8595568,2019-10-25,1125.11505126953,1260.75012207031,1749.52263183594,405.064852905273,334.137847900391,1878.37731933594,1246.98684639766,1165.39520263672,2232.9197265625,507.529991149902,334.137847900391,3718.56713867188
44.2505771,-1.8937318,2019-10-27,942.460978190104,952.530059814453,1432.26781005859,349.910836791992,313.349029541016,1491.35400390625,1054.16005259547,1074.24993896484,1779.23837280273,408.341743469238,313.349029541016,2397.25122070312
43.8334093,-1.9882645,2019-10-28,939.112991333008,912.301666259766,1392.63812866211,366.18742980957,365.493316650391,1542.24047851562,1053.53787231445,975.330780029297,1722.86251220703,460.568949890137,365.493316650391,2092.93969726562
44.0949793,-1.3818145,2019-10-28,1434.57409413656,1224.04180908203,2704.93426513672,601.001499938965,500.405731201172,2725.45654296875,1509.38300139329,1328.5595703125,2723.60111083984,733.519467163086,500.405731201172,3311.45263671875
44.5427539,-1.3295563,2019-10-29,1834.12268575033,1801.14819335938,3066.91076660156,745.14958190918,706.921997070312,3154.65161132812,1960.05003514783,1853.16064453125,3109.04379882812,746.332965087891,641.455078125,4476.6552734375
45.5494714,-1.4159793,2019-10-30,3004.74236043294,2576.83447265625,5991.74384765625,900.634582519531,512.623413085938,6010.7607421875,3063.80490848936,2934.86645507812,6012.0890625,1203.02619018555,512.623413085938,6926.29736328125
45.7357645,-1.9193916,2019-10-30,1502.33610026042,1504.82171630859,2273.24226074219,823.48801574707,795.032531738281,2456.65625,1533.26065063477,1409.95874023438,2693.71774902344,790.037652587891,607.783386230469,3653.1015625
45.8661842,-2.395217,2019-10-31,1318.25357055664,1283.31359863281,2097.53712158203,611.502340698242,528.079284667969,2103.39013671875,1336.72351600384,1291.78234863281,2525.04832763672,566.931591796875,528.079284667969,3238.05444335938
46.6230167,-2.5939192,2019-10-31,1673.78028869629,1402.33984375,3056.66163330078,815.178436279297,762.417175292969,3604.3828125,1574.73756724391,1369.33624267578,3342.47344970703,741.99026184082,425.252716064453,4593.15283203125
46.5962065,-1.9759778,2019-11-01,2932.17157921424,2242.16284179688,6532.38076171874,927.299914550781,893.585327148438,8580.1962890625,2678.53735558461,2572.83813476562,4928.68745117187,884.125671386719,671.226379394531,8580.1962890625
40.022395,3.790081,2018-03-12,490.260787963867,486.722152709961,680.870309448242,350.065393066406,347.744812011719,704.292541503906,510.159589131673,493.536087036133,684.553103637695,399.422853088379,398.525360107422,698.096618652344
40.022518,3.79002,2018-03-12,490.260787963867,486.722152709961,680.870309448242,350.065393066406,347.744812011719,704.292541503906,510.159589131673,493.536087036133,684.553103637695,399.422853088379,398.525360107422,698.096618652344
39.918649,3.830327,2018-03-12,485.753150939941,495.680374145508,659.437557983398,338.25583190918,330.446563720703,664.73046875,501.048528035482,481.683197021484,662.667568969727,390.977113342285,379.992034912109,662.744812011719
39.918309,3.830632,2018-03-12,485.753150939941,495.680374145508,659.437557983398,338.25583190918,330.446563720703,664.73046875,501.048528035482,481.683197021484,662.667568969727,390.977113342285,379.992034912109,662.744812011719
40.086845,4.070965,2018-03-13,516.500821431478,498.756408691406,729.873471069336,355.04623260498,352.888580322266,740.07421875,514.127721150716,500.552825927734,642.921017456055,406.289419555664,405.347900390625,687.011352539062
40.088462,4.070868,2018-03-13,516.500821431478,498.756408691406,729.873471069336,355.04623260498,352.888580322266,740.07421875,514.127721150716,500.552825927734,642.921017456055,406.289419555664,405.347900390625,687.011352539062
